domain,tld,ml_probability,source,features,is_dangerous_tld,has_brand,high_entropy,short_domain,entropy,domain_length,contains_brand
login-copreverythingish.xyz,xyz,0.44659424,jpcert,"dangerous_tld,high_entropy",True,False,True,False,4.060262039120378,27.0,0.0
storetech.pe,pe,0.052338354,phishtank,,False,False,False,False,3.0220552088742,12.0,0.0
gjilan.al,al,0.04743758,jpcert,,False,False,False,False,2.725480556997868,9.0,0.0
jpmercari.org,org,0.1688831,jpcert,brand,False,True,False,False,3.334679141051595,13.0,1.0
hfsvfn.icu,icu,0.05444768,phishtank,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
lopezingenieria.com.ar,ar,0.08680571,phishtank,,False,False,False,False,3.572623663895164,22.0,0.0
fpt.one,one,0.004001491,phishtank,short,False,False,False,True,2.807354922057604,7.0,0.0
chrome-up.club,club,0.43032786,certificates,,False,False,False,False,3.521640636343319,14.0,0.0
iplogger.cn,cn,0.016496606,phishtank,dangerous_tld,True,False,False,False,3.277613436819116,11.0,0.0
adwz.cn,cn,0.03612824,phishtank,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
hcimportadora.cl,cl,0.0372615,phishtank,,False,False,False,False,3.5,16.0,0.0
sumup.root.sx,sx,0.053480286,phishtank,,False,False,False,False,3.085055102756477,13.0,0.0
kuronokoyamato.top,top,0.44248194,jpcert,dangerous_tld,True,False,False,False,3.1916116417513782,18.0,0.0
wf12349.com.cn,cn,0.12483746,jpcert,dangerous_tld,True,False,False,False,3.521640636343319,14.0,0.0
blueskytaxgroup.com,com,0.42357704,certificates,high_entropy,False,False,True,False,4.03740119765411,19.0,0.0
seasidesurfshop.shop,shop,0.23775956,jpcert,,False,False,False,False,3.3414460711655214,20.0,0.0
ink-a.co.il,il,0.13943097,jpcert,,False,False,False,False,3.0957952550009344,11.0,0.0
jp-amazonid5654720.com,com,0.039412722,jpcert,high_entropy,False,False,True,False,4.095795255000932,22.0,0.0
aifulbizd.sbs,sbs,0.4778592,jpcert,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0
d14yivgrx6.icu,icu,0.23736905,phishtank,dangerous_tld,True,False,False,False,3.6644977792004623,14.0,0.0
geof.cn,cn,0.48430756,jpcert,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
blackcolt.cn,cn,0.031750716,certificates,dangerous_tld,True,False,False,False,3.0220552088742,12.0,0.0
imsj.cn,cn,0.045693457,jpcert,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
corre-os.top,top,0.4107941,certificates,dangerous_tld,True,False,False,False,3.0220552088742,12.0,0.0
rqhl.cn,cn,0.24752627,phishtank,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
106304-coinbase.com,com,0.49543944,phishtank,brand,False,True,False,False,3.9321380397593733,19.0,1.0
3tdvt.lat,lat,0.1372588,phishtank,dangerous_tld,True,False,False,False,2.6416041678685933,9.0,0.0
fincen-us.info,info,0.35696265,phishtank,,False,False,False,False,3.182005814760214,14.0,0.0
othertea.cn,cn,0.37765983,certificates,dangerous_tld,True,False,False,False,3.0957952550009344,11.0,0.0
radhix-mycqsarcb.top,top,0.43148085,jpcert,"dangerous_tld,high_entropy",True,False,True,False,4.021928094887362,20.0,0.0
ms-sharepoint-files-download.xyz,xyz,0.041009687,phishtank,"dangerous_tld,high_entropy",True,False,True,False,4.179229296672174,32.0,0.0
sh-ort.app,app,0.23660584,jpcert,,False,False,False,False,3.1219280948873624,10.0,0.0
archi.builders,builders,0.009317576,jpcert,,False,False,False,False,3.521640636343319,14.0,0.0
mtxympc.cn,cn,0.45863318,phishtank,dangerous_tld,True,False,False,False,2.9219280948873623,10.0,0.0
cvioz.cn,cn,0.05698232,phishtank,dangerous_tld,True,False,False,False,2.75,8.0,0.0
tracking.postlogistics.ch,ch,0.012024151,phishtank,,False,False,False,False,3.6430741894285696,25.0,0.0
dyyhj03.xyz,xyz,0.38517103,jpcert,dangerous_tld,True,False,False,False,3.027169118440619,11.0,0.0
bqbq.de,de,0.024672337,phishtank,short,False,False,False,True,2.2359263506290326,7.0,0.0
postbern.cc,cc,0.034437396,phishtank,dangerous_tld,True,False,False,False,3.277613436819116,11.0,0.0
mrw.so,so,0.016104069,certificates,short,False,False,False,True,2.584962500721156,6.0,0.0
ume.la,la,0.0107728625,phishtank,short,False,False,False,True,2.584962500721156,6.0,0.0
shresthasameerman.com.np,np,0.053221874,phishtank,,False,False,False,False,3.459147917027245,24.0,0.0
amzawszone.online,online,0.06376591,jpcert,dangerous_tld,True,False,False,False,3.337175341123077,17.0,0.0
villaandreas.gr,gr,0.038897917,phishtank,,False,False,False,False,3.3232314287976203,15.0,0.0
loli.tuidao.me,me,0.021628028,jpcert,,False,False,False,False,3.2359263506290334,14.0,0.0
dnbgyiengh.top,top,0.13099638,phishtank,dangerous_tld,True,False,False,False,3.521640636343319,14.0,0.0
depadovawest.com.ng,ng,0.37429017,jpcert,,False,False,False,False,3.7216117239699003,19.0,0.0
www.financeiro.vc,vc,0.48022154,phishtank,,False,False,False,False,3.3371753411230776,17.0,0.0
nimble.li,li,0.006956934,phishtank,,False,False,False,False,2.725480556997868,9.0,0.0
251az4.lat,lat,0.04240313,phishtank,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
telepeage-impaye.info,info,0.4553267,phishtank,,False,False,False,False,3.553763114472245,21.0,0.0
834983.club,club,0.3606528,jpcert,,False,False,False,False,3.0957952550009344,11.0,0.0
vpasso.top,top,0.25934905,certificates,dangerous_tld,True,False,False,False,2.721928094887362,10.0,0.0
5eyvdyee.lat,lat,0.029982029,phishtank,dangerous_tld,True,False,False,False,3.0220552088742,12.0,0.0
logguscorretora.online,online,0.0756343,phishtank,dangerous_tld,True,False,False,False,3.51602764126623,22.0,0.0
veasf.cn,cn,0.20835146,phishtank,dangerous_tld,True,False,False,False,3.0,8.0,0.0
alruba.ae,ae,0.02324482,jpcert,,False,False,False,False,2.6416041678685933,9.0,0.0
lampein.cn,cn,0.022517689,jpcert,dangerous_tld,True,False,False,False,3.1219280948873624,10.0,0.0
wikireal.in,in,0.0068658455,phishtank,,False,False,False,False,3.027169118440619,11.0,0.0
estafetaqo.top,top,0.008174109,phishtank,dangerous_tld,True,False,False,False,3.039148671903071,14.0,0.0
jp-rakuten.net,net,0.06052117,jpcert,brand,False,True,False,False,3.378783493486176,14.0,1.0
maper.info,info,0.009871435,phishtank,,False,False,False,False,3.321928094887362,10.0,0.0
exteriornexoaca.shop,shop,0.10931873,phishtank,,False,False,False,False,3.546439344671015,20.0,0.0
aeon.wanbiquan.cn,cn,0.4843476,jpcert,dangerous_tld,True,False,False,False,3.2195282822995477,17.0,0.0
ouvih.cn,cn,0.21027407,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0
soilsta.co.za,za,0.16646221,jpcert,,False,False,False,False,3.085055102756477,13.0,0.0
expy.top,top,0.07660952,jpcert,dangerous_tld,True,False,False,False,2.75,8.0,0.0
u3l.co,co,0.016602853,phishtank,short,False,False,False,True,2.584962500721156,6.0,0.0
palby.info,info,0.128981,certificates,,False,False,False,False,3.321928094887362,10.0,0.0
amanon.ml,ml,0.3567895,certificates,dangerous_tld,True,False,False,False,2.5032583347756456,9.0,0.0
e9u.cc,cc,0.09039326,certificates,"dangerous_tld,,short",True,False,False,True,2.2516291673878226,6.0,0.0
2kje0t.top,top,0.48961848,phishtank,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
short.bid,bid,0.034357484,phishtank,,False,False,False,False,3.169925001442312,9.0,0.0
zzhaoqn.cn,cn,0.034892477,jpcert,dangerous_tld,True,False,False,False,2.9219280948873623,10.0,0.0
7vah.top,top,0.15042616,phishtank,dangerous_tld,True,False,False,False,3.0,8.0,0.0
issiuk.com.cn,cn,0.05639025,jpcert,dangerous_tld,True,False,False,False,3.0850551027564768,13.0,0.0
1tftdctr2.lat,lat,0.2354559,phishtank,dangerous_tld,True,False,False,False,3.085055102756477,13.0,0.0
kuranckoyemato.cfd,cfd,0.33522835,jpcert,dangerous_tld,True,False,False,False,3.7254805569978675,18.0,0.0
happypet.mx,mx,0.039201822,jpcert,,False,False,False,False,3.027169118440619,11.0,0.0
myjcb.vip,vip,0.41415513,jpcert,,False,False,False,False,3.169925001442312,9.0,0.0
estudiojuri.online,online,0.096002676,jpcert,dangerous_tld,True,False,False,False,3.4613201402110083,18.0,0.0
famoty.cn,cn,0.34323224,jpcert,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0
amsbi.top,top,0.4553993,certificates,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0
oioaqf.cc,cc,0.19719307,jpcert,dangerous_tld,True,False,False,False,2.725480556997868,9.0,0.0
portalsyncs.site,site,0.15975392,phishtank,dangerous_tld,True,False,False,False,3.577819531114783,16.0,0.0
rxqod6.sbs,sbs,0.33853573,phishtank,dangerous_tld,True,False,False,False,3.1219280948873624,10.0,0.0
rgui48fio.lat,lat,0.29138973,phishtank,dangerous_tld,True,False,False,False,3.5465935642949384,13.0,0.0
pnqmdib.top,top,0.26643682,jpcert,dangerous_tld,True,False,False,False,3.2776134368191165,11.0,0.0
kr.pe,pe,0.11822971,phishtank,short,False,False,False,True,2.321928094887362,5.0,0.0
einvy.cn,cn,0.34932342,jpcert,dangerous_tld,True,False,False,False,2.75,8.0,0.0
sonatahouse.school,school,0.018527983,phishtank,,False,False,False,False,3.239097917988786,18.0,0.0
gamesens.ir,ir,0.09166193,phishtank,,False,False,False,False,3.095795255000934,11.0,0.0
hdhjf2sm.lat,lat,0.48041654,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0
xn--90aemgtfodc1a8f.xn--80adxhks,xn--80adxhks,0.03108591,jpcert,high_entropy,False,False,True,False,4.140319531114783,32.0,0.0
aexoskpskhhh.top,top,0.44339538,jpcert,dangerous_tld,True,False,False,False,3.202819531114783,16.0,0.0
vcsr.cn,cn,0.06933492,jpcert,"dangerous_tld,,short",True,False,False,True,2.5216406363433186,7.0,0.0
qm0fc7pv.lat,lat,0.263983,phishtank,dangerous_tld,True,False,False,False,3.584962500721156,12.0,0.0
p2j.top,top,0.45411757,certificates,"dangerous_tld,,short",True,False,False,True,2.5216406363433186,7.0,0.0
fnopz.cn,cn,0.20097296,jpcert,dangerous_tld,True,False,False,False,2.75,8.0,0.0
tepcocheckout.me,me,0.20188124,certificates,,False,False,False,False,3.1556390622295662,16.0,0.0
sodexo-push.amapps.cz,cz,0.24566348,phishtank,,False,False,False,False,3.653756708287001,21.0,0.0
q8u.top,top,0.43884656,certificates,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
chepost.org.cn,cn,0.014979436,phishtank,dangerous_tld,True,False,False,False,3.378783493486176,14.0,0.0
cueseuoet.xyz,xyz,0.059424866,phishtank,dangerous_tld,True,False,False,False,3.180832987205441,13.0,0.0
synergyminerals.in,in,0.036619823,phishtank,,False,False,False,False,3.350209029099897,18.0,0.0
asdasdasdasd.life,life,0.34418878,phishtank,,False,False,False,False,2.6756981353679867,17.0,0.0
metacenter.com.mx,mx,0.13009857,jpcert,,False,False,False,False,3.1751231351134614,17.0,0.0
mercar.cyou,cyou,0.26550472,jpcert,dangerous_tld,True,False,False,False,3.095795255000934,11.0,0.0
httiotm.top,top,0.35389033,certificates,dangerous_tld,True,False,False,False,2.5503407095463886,11.0,0.0
jp-pay.me,me,0.0561843,jpcert,,False,False,False,False,2.94770277922009,9.0,0.0
lifecard.icu,icu,0.357984,jpcert,dangerous_tld,True,False,False,False,3.2516291673878226,12.0,0.0
qa1ej7.lat,lat,0.019903077,phishtank,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
rinall.top,top,0.45385435,jpcert,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
sonapta.sn,sn,0.068877876,jpcert,,False,False,False,False,2.721928094887362,10.0,0.0
toprocese.life,life,0.33197677,jpcert,,False,False,False,False,3.3248629576173574,14.0,0.0
radar-circulation.info,info,0.38255548,phishtank,,False,False,False,False,3.5383105956150054,22.0,0.0
lekoginhr.top,top,0.029434642,phishtank,dangerous_tld,True,False,False,False,3.5465935642949384,13.0,0.0
iprorab.pro,pro,0.009646408,phishtank,,False,False,False,False,2.663532754804255,11.0,0.0
planmil.cl,cl,0.38462082,phishtank,,False,False,False,False,2.8464393446710154,10.0,0.0
carenet.lk,lk,0.046178404,jpcert,,False,False,False,False,3.121928094887362,10.0,0.0
zhoujcbli.shop,shop,0.25179362,phishtank,,False,False,False,False,3.521640636343319,14.0,0.0
dmgver.top,top,0.10273495,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0
smbc-cardbv.icu,icu,0.13171908,phishtank,dangerous_tld,True,False,False,False,3.4565647621309536,15.0,0.0
wk.pl,pl,0.0007587012,phishtank,short,False,False,False,True,2.321928094887362,5.0,0.0
zozo-shop.cc,cc,0.35299668,jpcert,dangerous_tld,True,False,False,False,2.8553885422075336,12.0,0.0
tudosobretodos.se,se,0.0068144794,phishtank,,False,False,False,False,2.984234164652489,17.0,0.0
bin.st,st,0.07283635,jpcert,short,False,False,False,True,2.584962500721156,6.0,0.0
karresults-nic-in.in,in,0.009294408,phishtank,,False,False,False,False,3.5464393446710156,20.0,0.0
harcofed.org.in,in,0.08981276,phishtank,,False,False,False,False,3.5068905956085183,15.0,0.0
server-jp.icu,icu,0.010608278,phishtank,dangerous_tld,True,False,False,False,3.3927474104487847,13.0,0.0
panther.wiki,wiki,0.03957654,jpcert,,False,False,False,False,3.4182958340544896,12.0,0.0
l.ead.me,me,0.0010411316,phishtank,,False,False,False,False,2.5,8.0,0.0
TINy.Cc,Cc,0.088479675,certificates,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
ralkuten.xyz,xyz,0.21182616,jpcert,dangerous_tld,True,False,False,False,3.584962500721156,12.0,0.0
dmaerket.click,click,0.035652917,phishtank,dangerous_tld,True,False,False,False,3.378783493486176,14.0,0.0
0udoep.lat,lat,0.026661167,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0
wistariatree.cn,cn,0.046816897,jpcert,dangerous_tld,True,False,False,False,3.2402239289418517,15.0,0.0
jsft.dk,dk,0.18306921,phishtank,short,False,False,False,True,2.807354922057604,7.0,0.0
terrarioskarungen.cl,cl,0.068411894,jpcert,,False,False,False,False,3.621928094887362,20.0,0.0
internetku.id,id,0.08524036,jpcert,,False,False,False,False,3.0850551027564768,13.0,0.0
hisashi.me,me,0.022804752,jpcert,,False,False,False,False,2.721928094887362,10.0,0.0
aono.shop,shop,0.007368005,certificates,,False,False,False,False,2.6416041678685933,9.0,0.0
2q4npu.sbs,sbs,0.19273677,phishtank,dangerous_tld,True,False,False,False,3.1219280948873624,10.0,0.0
ovrar.cn,cn,0.056452584,phishtank,dangerous_tld,True,False,False,False,2.75,8.0,0.0
municipiofreire.cl,cl,0.018432153,jpcert,,False,False,False,False,3.3921472236645345,18.0,0.0
sec82.com.pl,pl,0.2353132,phishtank,,False,False,False,False,3.2516291673878226,12.0,0.0
item.zone,zone,0.01824695,jpcert,,False,False,False,False,2.94770277922009,9.0,0.0
tjdgxy.com.cn,cn,0.1966244,jpcert,dangerous_tld,True,False,False,False,3.392747410448785,13.0,0.0
audacia.cn,cn,0.3355379,certificates,dangerous_tld,True,False,False,False,2.6464393446710153,10.0,0.0
nintendo.pe,pe,0.08919459,jpcert,,False,False,False,False,2.8453509366224368,11.0,0.0
0755yz.com.cn,cn,0.09478231,jpcert,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0
oqjbjas.xyz,xyz,0.12543605,phishtank,dangerous_tld,True,False,False,False,3.277613436819116,11.0,0.0
techwizz.in,in,0.06623785,certificates,,False,False,False,False,3.095795255000934,11.0,0.0
epoioss.sbs,sbs,0.33237824,jpcert,dangerous_tld,True,False,False,False,2.550340709546388,11.0,0.0
update-amazaon-co-jp.icu,icu,0.37385106,jpcert,dangerous_tld,True,False,False,False,3.7201755214643453,24.0,0.0
goo.io,io,0.030149437,jpcert,short,False,False,False,True,1.7924812503605778,6.0,0.0
oscar-sun.gr,gr,0.031804264,phishtank,,False,False,False,False,3.2516291673878226,12.0,0.0
crm.avtovelomoto.by,by,0.026945828,phishtank,,False,False,False,False,3.4058222502856896,19.0,0.0
steamcormmunrity.com,com,0.020694971,phishtank,brand,False,True,False,False,3.521928094887362,20.0,1.0
sparkasse-spush.de,de,0.052506857,phishtank,brand,False,True,False,False,3.1916116417513782,18.0,1.0
dvegov.cn,cn,0.17868738,phishtank,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
avnetworkonsite.co.za,za,0.0538089,jpcert,,False,False,False,False,3.6897037321995465,21.0,0.0
goldennumber.pk,pk,0.039521247,jpcert,,False,False,False,False,3.640223928941851,15.0,0.0
cajaal.pe,pe,0.04443965,phishtank,,False,False,False,False,2.6416041678685933,9.0,0.0
absolutepleasure.com.my,my,0.052529693,phishtank,,False,False,False,False,3.708132064658602,23.0,0.0
services-online.click,click,0.2886827,jpcert,dangerous_tld,True,False,False,False,3.4273334938982645,21.0,0.0
uniquederma.com.cn,cn,0.3377309,jpcert,dangerous_tld,True,False,False,False,3.503258334775645,18.0,0.0
sniperland.by,by,0.03121367,phishtank,,False,False,False,False,3.5465935642949384,13.0,0.0
almiras.kz,kz,0.1632028,phishtank,,False,False,False,False,3.121928094887362,10.0,0.0
cr-bcrsesegs.icu,icu,0.31780168,phishtank,dangerous_tld,True,False,False,False,3.1556390622295662,16.0,0.0
regulation-route.info,info,0.43991965,phishtank,,False,False,False,False,3.594465636961452,21.0,0.0
jingle.bio,bio,0.016944205,phishtank,,False,False,False,False,3.121928094887362,10.0,0.0
oxx.jp,jp,0.02324422,jpcert,short,False,False,False,True,2.2516291673878226,6.0,0.0
nexoenlinea.x10.bz,bz,0.028530944,phishtank,,False,False,False,False,3.419381945646371,18.0,0.0
vticket.eu,eu,0.012658404,phishtank,,False,False,False,False,2.9219280948873623,10.0,0.0
aemvx.cn,cn,0.06086601,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0
kelpai.cn,cn,0.091343254,jpcert,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0
segurobradescodental.com.br,br,0.17360316,phishtank,brand,False,True,False,False,3.782122224145306,27.0,1.0
mws8t1f2.lat,lat,0.27038765,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0
mooney.agrinov.tn,tn,0.20427935,phishtank,,False,False,False,False,3.4104172527605203,17.0,0.0
ghazalalvand.ir,ir,0.09619491,phishtank,,False,False,False,False,3.2402239289418517,15.0,0.0
ns2bradesc.online,online,0.18931074,phishtank,dangerous_tld,True,False,False,False,3.5724694587701364,17.0,0.0
igesz.cn,cn,0.056572687,phishtank,dangerous_tld,True,False,False,False,3.0,8.0,0.0
altinii.dk,dk,0.018556379,jpcert,,False,False,False,False,2.8464393446710154,10.0,0.0
4uwtejd.lat,lat,0.013570086,phishtank,dangerous_tld,True,False,False,False,3.277613436819116,11.0,0.0
xiawap.com.cn,cn,0.009797518,jpcert,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0
247casino.info,info,0.43323427,phishtank,,False,False,False,False,3.378783493486176,14.0,0.0
2ctcat.lat,lat,0.040836196,phishtank,dangerous_tld,True,False,False,False,2.446439344671015,10.0,0.0
finlex.cn,cn,0.026309805,certificates,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
s9fmpo.lat,lat,0.064295046,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0
pug.gl,gl,0.35404065,jpcert,short,False,False,False,True,2.2516291673878226,6.0,0.0
einoq.cn,cn,0.14935926,jpcert,dangerous_tld,True,False,False,False,2.75,8.0,0.0
elmo-danesh.ir,ir,0.01963386,jpcert,,False,False,False,False,3.6644977792004623,14.0,0.0
izykdq.top,top,0.20983842,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0
videochat.jee.cx,cx,0.10652165,phishtank,,False,False,False,False,3.452819531114783,16.0,0.0
rbtpoklvbvn.icu,icu,0.025533527,phishtank,dangerous_tld,True,False,False,False,3.6402239289418516,15.0,0.0
friedchicken.cn,cn,0.08085039,certificates,dangerous_tld,True,False,False,False,3.189898095464287,15.0,0.0
smbc-cardone.icu,icu,0.26520562,phishtank,dangerous_tld,True,False,False,False,3.702819531114783,16.0,0.0
asrefem.top,top,0.26998627,jpcert,dangerous_tld,True,False,False,False,3.277613436819116,11.0,0.0
marianne-urge.click,click,0.44467956,phishtank,dangerous_tld,True,False,False,False,3.6163485660751635,19.0,0.0
attisguatemala.com,com,0.09755951,phishtank,brand,False,True,False,False,3.350209029099897,18.0,1.0
zsedsu.cn,cn,0.048977178,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
lvaib.cn,cn,0.19800875,phishtank,dangerous_tld,True,False,False,False,3.0,8.0,0.0
lexa.com.tr,tr,0.032191932,jpcert,,False,False,False,False,3.277613436819116,11.0,0.0
qdbkiexyyvho.xyz,xyz,0.44128487,jpcert,dangerous_tld,True,False,False,False,3.577819531114783,16.0,0.0
binancell.com,com,0.09251395,certificates,brand,False,True,False,False,3.238901256602631,13.0,1.0
emkismabcsmjp.top,top,0.0111431945,phishtank,dangerous_tld,True,False,False,False,3.572469458770136,17.0,0.0
