domain,tld,ml_probability,source,features,is_dangerous_tld,has_brand,high_entropy,short_domain,entropy,domain_length,contains_brand,gsb_status,gsb_detail,gsb_checked_at
usnblezpasscom.xin,xin,0.028014999,phishtank,,False,False,False,False,3.794653473544342,18.0,0.0,safe,No unsafe content found,2026-01-11T19:00:18.858312
huwaifeng.cn,cn,0.04085543,certificates,dangerous_tld,True,False,False,False,3.4182958340544896,12.0,0.0,unknown,Status element not found,2026-01-11T19:00:26.509922
maahaya.cn,cn,0.099200785,certificates,dangerous_tld,True,False,False,False,2.5219280948873624,10.0,0.0,unknown,Status element not found,2026-01-11T19:00:39.003108
site-ontroetge.uno,uno,0.07780516,phishtank,,False,False,False,False,3.266332639970623,18.0,0.0,unknown,Status element not found,2026-01-11T19:00:51.021893
hezemusheng.cn,cn,0.23643954,certificates,dangerous_tld,True,False,False,False,3.182005814760214,14.0,0.0,unknown,Status element not found,2026-01-11T19:01:03.043751
3reer45.lat,lat,0.015024447,phishtank,dangerous_tld,True,False,False,False,3.0957952550009344,11.0,0.0,unknown,Status element not found,2026-01-11T19:01:15.042295
rakutenvdn.com,com,0.36539006,jpcert,brand,False,True,False,False,3.6644977792004623,14.0,1.0,unknown,Status element not found,2026-01-11T19:01:26.799634
mfgf.hu,hu,0.04384275,jpcert,short,False,False,False,True,2.5216406363433186,7.0,0.0,unknown,Status element not found,2026-01-11T19:01:39.213135
dniperu.online,online,0.13910288,phishtank,dangerous_tld,True,False,False,False,3.182005814760214,14.0,0.0,unknown,Status element not found,2026-01-11T19:01:51.526952
thesocial.cn,cn,0.064192824,certificates,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0,unknown,Status element not found,2026-01-11T19:02:03.961189
inicioraiker.site,site,0.12691689,phishtank,dangerous_tld,True,False,False,False,3.169248695695233,17.0,0.0,unknown,Status element not found,2026-01-11T19:02:16.376150
sheilhoward.bond,bond,0.13747807,jpcert,,False,False,False,False,3.625,16.0,0.0,unknown,Status element not found,2026-01-11T19:02:28.592848
senatgold.space,space,0.053218823,phishtank,,False,False,False,False,3.506890595608518,15.0,0.0,unknown,Status element not found,2026-01-11T19:02:40.575941
uacm.cn,cn,0.38581547,jpcert,"dangerous_tld,,short",True,False,False,True,2.5216406363433186,7.0,0.0,unknown,Status element not found,2026-01-11T19:02:52.345767
digitalplace.space,space,0.04290016,phishtank,,False,False,False,False,3.350209029099897,18.0,0.0,unknown,Status element not found,2026-01-11T19:03:03.736185
waa.ai,ai,0.04108249,jpcert,short,False,False,False,True,1.7924812503605778,6.0,0.0,safe,No unsafe content found,2026-01-11T19:03:16.200581
daycom.cn,cn,0.024509927,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,safe,No unsafe content found,2026-01-11T19:03:22.579371
login-sagaccouplely.xyz,xyz,0.01166263,jpcert,dangerous_tld,True,False,False,False,3.882045108136863,23.0,0.0,safe,No unsafe content found,2026-01-11T19:03:29.674851
correos.lol,lol,0.13270703,jpcert,,False,False,False,False,2.663532754804255,11.0,0.0,safe,No unsafe content found,2026-01-11T19:03:36.302588
internetaboneligi.name.tr,tr,0.013269692,phishtank,,False,False,False,False,3.383465189601646,25.0,0.0,safe,No unsafe content found,2026-01-11T19:03:42.931170
che-post.work,work,0.09384331,phishtank,,False,False,False,False,3.5465935642949384,13.0,0.0,safe,No unsafe content found,2026-01-11T19:03:49.544994
3t.fit,fit,0.49313715,certificates,short,False,False,False,True,2.2516291673878226,6.0,0.0,safe,No unsafe content found,2026-01-11T19:03:56.175918
ups.com-qwaf.cc,cc,0.1505799,phishtank,dangerous_tld,True,False,False,False,3.456564762130953,15.0,0.0,safe,No unsafe content found,2026-01-11T19:04:03.280514
cemev.com.ar,ar,0.040796332,phishtank,,False,False,False,False,2.9182958340544896,12.0,0.0,safe,No unsafe content found,2026-01-11T19:04:10.404721
emghjoue.top,top,0.04681352,phishtank,dangerous_tld,True,False,False,False,3.2516291673878226,12.0,0.0,unknown,Status element not found,2026-01-11T19:04:17.521232
servicesevri.today,today,0.34391657,phishtank,,False,False,False,False,3.4613201402110083,18.0,0.0,unknown,Status element not found,2026-01-11T19:04:29.178954
qcwiale.cn,cn,0.01005048,jpcert,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0,unknown,Status element not found,2026-01-11T19:04:41.558578
svmschool.edu.bd,bd,0.21364836,jpcert,,False,False,False,False,3.5,16.0,0.0,safe,No unsafe content found,2026-01-11T19:04:53.857554
coins.moe,moe,0.002262879,certificates,,False,False,False,False,2.94770277922009,9.0,0.0,safe,No unsafe content found,2026-01-11T19:05:00.219948
ggetech.us,us,0.038372386,phishtank,,False,False,False,False,2.9219280948873623,10.0,0.0,safe,No unsafe content found,2026-01-11T19:05:07.348324
qge8o8.cn,cn,0.25755936,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,safe,No unsafe content found,2026-01-11T19:05:14.438408
nprant-naice-amoneomn.top,top,0.35753575,jpcert,dangerous_tld,True,False,False,False,3.399079570624174,25.0,0.0,unknown,Status element not found,2026-01-11T19:05:21.073018
diary-jp.icu,icu,0.18938172,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0,unknown,Status element not found,2026-01-11T19:05:32.932860
i5s.top,top,0.033451352,certificates,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0,safe,No unsafe content found,2026-01-11T19:05:45.298270
ng1v2q6q.lat,lat,0.30048975,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0,safe,No unsafe content found,2026-01-11T19:05:52.397731
brabra-trocadepontos.shop,shop,0.4103845,phishtank,,False,False,False,False,3.6234651896016463,25.0,0.0,safe,No unsafe content found,2026-01-11T19:05:59.482882
3c5.com,com,0.026853863,jpcert,short,False,False,False,True,2.5216406363433186,7.0,0.0,safe,No unsafe content found,2026-01-11T19:06:06.112603
ufjbank.icu,icu,0.35865232,certificates,dangerous_tld,True,False,False,False,3.2776134368191165,11.0,0.0,safe,No unsafe content found,2026-01-11T19:06:12.738742
feab.com.cn,cn,0.45630464,jpcert,dangerous_tld,True,False,False,False,3.095795255000934,11.0,0.0,safe,No unsafe content found,2026-01-11T19:06:19.367613
myetherwallet.comko.cc,cc,0.12316029,jpcert,dangerous_tld,True,False,False,False,3.5726236638951643,22.0,0.0,safe,No unsafe content found,2026-01-11T19:06:25.990355
amejp.top,top,0.25109252,certificates,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,unknown,Status element not found,2026-01-11T19:06:33.070545
megancroft.bond,bond,0.2810247,certificates,,False,False,False,False,3.640223928941852,15.0,0.0,unknown,Status element not found,2026-01-11T19:06:45.168649
inbook.cc,cc,0.023286823,certificates,dangerous_tld,True,False,False,False,2.725480556997868,9.0,0.0,safe,No unsafe content found,2026-01-11T19:06:56.544866
shxieer.cn,cn,0.010443648,jpcert,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:07:03.629704
gwcj.cn,cn,0.43694508,certificates,"dangerous_tld,,short",True,False,False,True,2.5216406363433186,7.0,0.0,unknown,Status element not found,2026-01-11T19:07:10.271915
verfication-my-ama.zone,zone,0.46664664,jpcert,,False,False,False,False,3.795088586397733,23.0,0.0,unknown,Status element not found,2026-01-11T19:07:21.907266
kobayashi.farm,farm,0.05382278,jpcert,,False,False,False,False,3.4677201004745006,14.0,0.0,safe,No unsafe content found,2026-01-11T19:07:33.871390
myjcb-no.me,me,0.050749578,jpcert,,False,False,False,False,3.2776134368191165,11.0,0.0,unknown,Status element not found,2026-01-11T19:07:40.970702
kuronekoyamat.cc,cc,0.24210162,certificates,dangerous_tld,True,False,False,False,3.5,16.0,0.0,safe,No unsafe content found,2026-01-11T19:07:53.099490
mlrip.ac.in,in,0.04550446,phishtank,,False,False,False,False,3.095795255000934,11.0,0.0,safe,No unsafe content found,2026-01-11T19:08:00.217802
fastsettlementhub.click,click,0.047025576,phishtank,dangerous_tld,True,False,False,False,3.708132064658602,23.0,0.0,safe,No unsafe content found,2026-01-11T19:08:07.329208
aifulbizc.sbs,sbs,0.46745738,jpcert,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0,safe,No unsafe content found,2026-01-11T19:08:13.736720
rahropub.ir,ir,0.02016715,jpcert,,False,False,False,False,3.027169118440619,11.0,0.0,unknown,Status element not found,2026-01-11T19:08:20.154401
futurethink.co.za,za,0.06735991,phishtank,,False,False,False,False,3.734521664779752,17.0,0.0,unknown,Status element not found,2026-01-11T19:08:31.560188
specialm.cn,cn,0.19860026,jpcert,dangerous_tld,True,False,False,False,3.277613436819116,11.0,0.0,safe,No unsafe content found,2026-01-11T19:08:43.667965
secure-jp.icu,icu,0.21016133,phishtank,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0,unknown,Status element not found,2026-01-11T19:08:50.766455
rxqi.cn,cn,0.22006786,jpcert,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:09:02.159456
rowearchitectlove.cc,cc,0.027913405,jpcert,dangerous_tld,True,False,False,False,3.384183719779189,20.0,0.0,safe,No unsafe content found,2026-01-11T19:09:08.911847
urlsurvey.co.in,in,0.032826677,jpcert,,False,False,False,False,3.5068905956085183,15.0,0.0,safe,No unsafe content found,2026-01-11T19:09:16.037823
mang123.cn,cn,0.057025705,certificates,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:09:22.432891
dejoq.cn,cn,0.21166058,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0,safe,No unsafe content found,2026-01-11T19:09:28.861524
msm-sonnenschutz.at,at,0.012393552,phishtank,,False,False,False,False,3.5368867237421666,19.0,0.0,safe,No unsafe content found,2026-01-11T19:09:35.285379
wioenl.cn,cn,0.2413124,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,safe,No unsafe content found,2026-01-11T19:09:42.363783
ibndesign.xyz,xyz,0.106777065,phishtank,dangerous_tld,True,False,False,False,3.3927474104487847,13.0,0.0,unknown,Status element not found,2026-01-11T19:09:49.446513
idf-dhl.com,com,0.364513,phishtank,brand,False,True,False,False,3.2776134368191165,11.0,1.0,safe,No unsafe content found,2026-01-11T19:10:01.528373
amzoneid54620-jp.com,com,0.017706476,jpcert,high_entropy,False,False,True,False,4.121928094887362,20.0,0.0,safe,No unsafe content found,2026-01-11T19:10:08.648957
kuronekoyamcato.top,top,0.4916233,jpcert,dangerous_tld,True,False,False,False,3.511085408180427,19.0,0.0,safe,No unsafe content found,2026-01-11T19:10:15.776121
tg1.com.cn,cn,0.04967136,jpcert,dangerous_tld,True,False,False,False,2.921928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:10:22.173382
jllia.cn,cn,0.2012805,jpcert,dangerous_tld,True,False,False,False,2.75,8.0,0.0,safe,No unsafe content found,2026-01-11T19:10:28.605051
bgnroh.xyz,xyz,0.16711088,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:10:35.009088
hzoq.cn,cn,0.18375921,certificates,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0,unknown,Status element not found,2026-01-11T19:10:41.438092
suaponto.top,top,0.009723272,phishtank,dangerous_tld,True,False,False,False,2.8553885422075336,12.0,0.0,safe,No unsafe content found,2026-01-11T19:10:53.109249
u-m.top,top,0.11110871,jpcert,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0,safe,No unsafe content found,2026-01-11T19:11:00.195994
accoun.lifechanger.cn,cn,0.20797981,certificates,dangerous_tld,True,False,False,False,3.4992275417233563,21.0,0.0,unknown,Status element not found,2026-01-11T19:11:06.590366
go.click.ly,ly,0.09442577,jpcert,,False,False,False,False,2.913977073182752,11.0,0.0,safe,No unsafe content found,2026-01-11T19:11:18.706370
aouxy.cn,cn,0.022044273,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0,unknown,Status element not found,2026-01-11T19:11:25.817185
gracedivineeducation.ci,ci,0.019082092,phishtank,,False,False,False,False,3.501397825434103,23.0,0.0,safe,No unsafe content found,2026-01-11T19:11:37.921353
brisia.com.gt,gt,0.0081405025,phishtank,,False,False,False,False,3.3927474104487847,13.0,0.0,safe,No unsafe content found,2026-01-11T19:11:44.343250
phoenix288.info,info,0.15215059,phishtank,,False,False,False,False,3.373557262275185,15.0,0.0,safe,No unsafe content found,2026-01-11T19:11:50.810517
as324ind.lat,lat,0.030106986,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0,safe,No unsafe content found,2026-01-11T19:11:57.896975
uzdrbmn.shop,shop,0.03937427,jpcert,,False,False,False,False,3.584962500721156,12.0,0.0,safe,No unsafe content found,2026-01-11T19:12:05.005832
expressllane-orgxok.vip,vip,0.24560502,phishtank,,False,False,False,False,3.795088586397732,23.0,0.0,safe,No unsafe content found,2026-01-11T19:12:12.101540
dgtl0es-sede.cfd,cfd,0.48740983,jpcert,dangerous_tld,True,False,False,False,3.2806390622295662,16.0,0.0,safe,No unsafe content found,2026-01-11T19:12:18.518776
myidmoicerd08.top,top,0.41721565,jpcert,dangerous_tld,True,False,False,False,3.616874605956223,17.0,0.0,safe,No unsafe content found,2026-01-11T19:12:25.646302
xn--80ab1amccbm0f.xn--p1ai,xn--p1ai,0.014692772,phishtank,,False,False,False,False,3.671405583442497,26.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:12:32.770568
achleshwar.in,in,0.033936772,phishtank,,False,False,False,False,3.3927474104487847,13.0,0.0,safe,No unsafe content found,2026-01-11T19:12:39.180788
scboutttique.shop,shop,0.40564644,jpcert,,False,False,False,False,3.4548223999466066,17.0,0.0,unknown,Status element not found,2026-01-11T19:12:45.619844
chemistrylabequipment.com,com,0.3745171,jpcert,high_entropy,False,False,True,False,4.023465189601645,25.0,0.0,safe,No unsafe content found,2026-01-11T19:12:57.312505
trashtheinch.icu,icu,0.39116243,phishtank,dangerous_tld,True,False,False,False,3.327819531114783,16.0,0.0,safe,No unsafe content found,2026-01-11T19:13:04.403704
eki-co-jp.icu,icu,0.22038445,jpcert,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0,safe,No unsafe content found,2026-01-11T19:13:10.799725
jp-pay-pay.top,top,0.31973246,jpcert,dangerous_tld,True,False,False,False,2.8073549220576046,14.0,0.0,unknown,Status element not found,2026-01-11T19:13:17.191769
seahawks.ch,ch,0.033952575,jpcert,,False,False,False,False,2.9139770731827523,11.0,0.0,safe,No unsafe content found,2026-01-11T19:13:29.632193
bank-pko.pl,pl,0.048312936,phishtank,,False,False,False,False,3.095795255000934,11.0,0.0,safe,No unsafe content found,2026-01-11T19:13:36.745884
praevida.com.ar,ar,0.040330846,jpcert,,False,False,False,False,3.323231428797621,15.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:13:43.846854
baoshuntouzi.cn,cn,0.43866435,jpcert,dangerous_tld,True,False,False,False,3.5068905956085183,15.0,0.0,safe,No unsafe content found,2026-01-11T19:13:50.245382
marketagricola.pe,pe,0.046085767,jpcert,,False,False,False,False,3.5724694587701364,17.0,0.0,safe,No unsafe content found,2026-01-11T19:13:56.667942
msha.ke,ke,0.014054791,phishtank,short,False,False,False,True,2.807354922057604,7.0,0.0,unknown,Status element not found,2026-01-11T19:14:03.057641
daukhonamngonb.icu,icu,0.41583994,certificates,dangerous_tld,True,False,False,False,3.5724312513221195,18.0,0.0,safe,No unsafe content found,2026-01-11T19:14:14.453676
rtdmuvlcaitm.xyz,xyz,0.38528615,jpcert,dangerous_tld,True,False,False,False,3.75,16.0,0.0,unknown,Status element not found,2026-01-11T19:14:21.616700
rakutenbzr.com,com,0.36539006,jpcert,brand,False,True,False,False,3.6644977792004623,14.0,1.0,safe,No unsafe content found,2026-01-11T19:14:33.729921
softban.info,info,0.33721328,jpcert,,False,False,False,False,3.084962500721156,12.0,0.0,safe,No unsafe content found,2026-01-11T19:14:40.132878
alert-importltaupy.0hi.me,me,0.42362753,phishtank,,False,False,False,False,3.813660689688185,25.0,0.0,safe,No unsafe content found,2026-01-11T19:14:46.537247
hpcc.org.cn,cn,0.223251,certificates,dangerous_tld,True,False,False,False,2.8453509366224368,11.0,0.0,safe,No unsafe content found,2026-01-11T19:14:52.925968
2aw12d.lat,lat,0.065015845,phishtank,dangerous_tld,True,False,False,False,2.9219280948873623,10.0,0.0,safe,No unsafe content found,2026-01-11T19:15:00.043935
cos.ge,ge,0.05166685,phishtank,short,False,False,False,True,2.584962500721156,6.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:15:07.179507
wwwallegro.cz,cz,0.03423171,phishtank,brand,False,True,False,False,3.180832987205441,13.0,1.0,safe,No unsafe content found,2026-01-11T19:15:13.571860
susolucionchile.cl,cl,0.04141436,phishtank,,False,False,False,False,3.197159723424149,18.0,0.0,safe,No unsafe content found,2026-01-11T19:15:19.990901
datrixonlineservicia.world,world,0.081139475,phishtank,,False,False,False,False,3.7483286603655737,26.0,0.0,safe,No unsafe content found,2026-01-11T19:15:26.425893
eriuioetrt.top,top,0.1584265,jpcert,dangerous_tld,True,False,False,False,2.896291529045928,14.0,0.0,unknown,Status element not found,2026-01-11T19:15:32.852901
8zwh5ip8.top,top,0.4071984,phishtank,dangerous_tld,True,False,False,False,3.2516291673878226,12.0,0.0,unknown,Status element not found,2026-01-11T19:15:44.938450
xraiarisou8.top,top,0.46757188,jpcert,dangerous_tld,True,False,False,False,3.3735572622751846,15.0,0.0,safe,No unsafe content found,2026-01-11T19:15:56.340255
aaxlx.cn,cn,0.20673817,phishtank,dangerous_tld,True,False,False,False,2.5,8.0,0.0,unknown,Status element not found,2026-01-11T19:16:03.446071
skinibid.cc,cc,0.01751073,phishtank,dangerous_tld,True,False,False,False,2.8453509366224368,11.0,0.0,safe,No unsafe content found,2026-01-11T19:16:15.798180
eabener.cn,cn,0.041781094,jpcert,dangerous_tld,True,False,False,False,2.6464393446710157,10.0,0.0,safe,No unsafe content found,2026-01-11T19:16:22.933834
mercarilci.com,com,0.02309157,jpcert,brand,False,True,False,False,3.039148671903071,14.0,1.0,safe,No unsafe content found,2026-01-11T19:16:30.042848
agendarconsulta.link,link,0.0745338,phishtank,dangerous_tld,True,False,False,False,3.746439344671015,20.0,0.0,safe,No unsafe content found,2026-01-11T19:16:36.478360
etc.onl,onl,0.0045243,phishtank,short,False,False,False,True,2.807354922057604,7.0,0.0,safe,No unsafe content found,2026-01-11T19:16:42.905597
kimte.top,top,0.021091972,phishtank,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,unknown,Status element not found,2026-01-11T19:16:49.306685
y6956.cc,cc,0.17201412,jpcert,dangerous_tld,True,False,False,False,2.5,8.0,0.0,safe,No unsafe content found,2026-01-11T19:17:00.764251
sh.rize.nu,nu,0.025521727,jpcert,,False,False,False,False,3.121928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:17:07.654571
fuegoydelicia.mx,mx,0.059730325,phishtank,,False,False,False,False,3.75,16.0,0.0,unknown,Status element not found,2026-01-11T19:17:14.779890
bonhomia.cl,cl,0.0278884,jpcert,,False,False,False,False,3.2776134368191165,11.0,0.0,safe,No unsafe content found,2026-01-11T19:17:26.559698
harisan.co.in,in,0.045774676,jpcert,,False,False,False,False,3.085055102756477,13.0,0.0,safe,No unsafe content found,2026-01-11T19:17:32.969428
mgck.ink,ink,0.021261403,phishtank,,False,False,False,False,2.75,8.0,0.0,safe,No unsafe content found,2026-01-11T19:17:39.380929
7n6o9260.lat,lat,0.07624249,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0,safe,No unsafe content found,2026-01-11T19:17:46.462464
cgpdzw.top,top,0.2535234,phishtank,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:17:53.557099
batalkan.cc,cc,0.028369246,phishtank,dangerous_tld,True,False,False,False,2.8453509366224368,11.0,0.0,safe,No unsafe content found,2026-01-11T19:18:00.641895
transition-routiere.info,info,0.35431737,phishtank,,False,False,False,False,3.3758145836939115,24.0,0.0,unknown,Status element not found,2026-01-11T19:18:07.663001
q14xov67.lat,lat,0.06852743,phishtank,dangerous_tld,True,False,False,False,3.584962500721156,12.0,0.0,safe,No unsafe content found,2026-01-11T19:18:19.786244
promocjeallegro.pl,pl,0.049018785,phishtank,brand,False,True,False,False,3.3082708345352603,18.0,1.0,safe,No unsafe content found,2026-01-11T19:18:26.935545
access-net.co.za,za,0.21947655,phishtank,,False,False,False,False,3.202819531114783,16.0,0.0,unknown,Status element not found,2026-01-11T19:18:34.038255
ufjmufg.icu,icu,0.34792644,jpcert,dangerous_tld,True,False,False,False,2.845350936622437,11.0,0.0,safe,No unsafe content found,2026-01-11T19:18:45.800128
vivido-office.ro,ro,0.050550982,jpcert,,False,False,False,False,3.1556390622295662,16.0,0.0,safe,No unsafe content found,2026-01-11T19:18:52.190707
hikk.shop,shop,0.013913457,certificates,,False,False,False,False,2.725480556997868,9.0,0.0,unknown,Status element not found,2026-01-11T19:18:58.595722
djpaulinhomattos.com.br,br,0.021293372,jpcert,brand,False,True,False,False,3.9690016298759936,23.0,1.0,safe,No unsafe content found,2026-01-11T19:19:09.985325
smbc-cardbv.xyz,xyz,0.42644745,phishtank,dangerous_tld,True,False,False,False,3.640223928941851,15.0,0.0,safe,No unsafe content found,2026-01-11T19:19:17.074010
correosplus.cc,cc,0.44430932,phishtank,dangerous_tld,True,False,False,False,3.039148671903071,14.0,0.0,safe,No unsafe content found,2026-01-11T19:19:23.447168
eposcard.cc,cc,0.038493052,jpcert,"dangerous_tld,brand",True,True,False,False,3.027169118440619,11.0,1.0,safe,No unsafe content found,2026-01-11T19:19:29.866766
smbc-cardnm.icu,icu,0.13551003,phishtank,dangerous_tld,True,False,False,False,3.4565647621309536,15.0,0.0,unknown,Status element not found,2026-01-11T19:19:36.962232
9q2md.xyz,xyz,0.4593894,phishtank,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0,safe,No unsafe content found,2026-01-11T19:19:49.071601
satchel.com.ar,ar,0.009196308,phishtank,,False,False,False,False,3.378783493486176,14.0,0.0,unknown,Status element not found,2026-01-11T19:19:56.200090
tolls.txtagifuw.cc,cc,0.1564147,phishtank,dangerous_tld,True,False,False,False,3.572431251322119,18.0,0.0,safe,No unsafe content found,2026-01-11T19:20:08.502042
infinitoradio.com.ar,ar,0.03992343,jpcert,,False,False,False,False,3.2841837197791888,20.0,0.0,safe,No unsafe content found,2026-01-11T19:20:14.897229
hbib.co.za,za,0.02626489,jpcert,,False,False,False,False,2.9219280948873623,10.0,0.0,safe,No unsafe content found,2026-01-11T19:20:21.312375
582097-coinbase.com,com,0.47644106,phishtank,"brand,high_entropy",False,True,True,False,4.03740119765411,19.0,1.0,unknown,Status element not found,2026-01-11T19:20:27.739718
air24ton.world,world,0.022220103,phishtank,,False,False,False,False,3.521640636343319,14.0,0.0,unknown,Status element not found,2026-01-11T19:20:39.874223
maajcb.sbs,sbs,0.44631508,certificates,dangerous_tld,True,False,False,False,2.7219280948873625,10.0,0.0,unknown,Status element not found,2026-01-11T19:20:52.008099
crbnfiwodr.xin,xin,0.12883462,phishtank,,False,False,False,False,3.3787834934861767,14.0,0.0,unknown,Status element not found,2026-01-11T19:21:04.238463
paypal-home.com,com,0.30841392,phishtank,brand,False,True,False,False,3.373557262275185,15.0,1.0,unknown,Status element not found,2026-01-11T19:21:16.626117
webmexicana.top,top,0.32877916,phishtank,dangerous_tld,True,False,False,False,3.640223928941852,15.0,0.0,safe,No unsafe content found,2026-01-11T19:21:28.753641
gestion-relay.info,info,0.249016,phishtank,,False,False,False,False,3.725480556997868,18.0,0.0,unknown,Status element not found,2026-01-11T19:21:35.853977
asrksfog.click,click,0.28712583,phishtank,dangerous_tld,True,False,False,False,3.378783493486176,14.0,0.0,unknown,Status element not found,2026-01-11T19:21:48.215806
