domain,tld,ml_probability,source,features,is_dangerous_tld,has_brand,high_entropy,short_domain,entropy,domain_length,contains_brand,gsb_status,gsb_detail,gsb_checked_at
defakto.cn,cn,0.33877376,jpcert,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0,unknown,Status element not found,2026-01-11T19:22:00.359226
biepo.cn,cn,0.25513533,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0,safe,No unsafe content found,2026-01-11T19:22:12.495976
k5o6som8.lat,lat,0.034704667,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0,safe,No unsafe content found,2026-01-11T19:22:19.628798
sxmba.com.cn,cn,0.0441709,jpcert,dangerous_tld,True,False,False,False,3.084962500721156,12.0,0.0,safe,No unsafe content found,2026-01-11T19:22:26.713209
arazimai.co.il,il,0.09752761,phishtank,,False,False,False,False,2.985228136034252,14.0,0.0,safe,No unsafe content found,2026-01-11T19:22:33.103659
sea-doo.cloud,cloud,0.16785504,phishtank,,False,False,False,False,3.180832987205441,13.0,0.0,unknown,Status element not found,2026-01-11T19:22:39.531111
westbudapestestate.hu,hu,0.026115173,phishtank,,False,False,False,False,3.2135132560090707,21.0,0.0,safe,No unsafe content found,2026-01-11T19:22:50.941575
water-front.gr,gr,0.04287217,phishtank,,False,False,False,False,3.3248629576173574,14.0,0.0,safe,No unsafe content found,2026-01-11T19:22:58.033672
megasolucoes.pt,pt,0.031197568,jpcert,,False,False,False,False,3.506890595608518,15.0,0.0,safe,No unsafe content found,2026-01-11T19:23:04.425312
suporte-caixageral.com,com,0.38323945,phishtank,brand,False,True,False,False,3.879664004902593,22.0,1.0,unknown,Status element not found,2026-01-11T19:23:10.711876
jp-1aa1c01d5bdabc0aa3cc669932c7285b4ebfc8d27.ph,ph,0.061271016,certificates,high_entropy,False,False,True,False,4.163438256246698,47.0,0.0,safe,No unsafe content found,2026-01-11T19:23:22.289773
millandfeed.company,company,0.11206329,jpcert,,False,False,False,False,3.616348566075164,19.0,0.0,safe,No unsafe content found,2026-01-11T19:23:29.396273
4yagra.lat,lat,0.47522187,phishtank,dangerous_tld,True,False,False,False,2.8464393446710154,10.0,0.0,safe,No unsafe content found,2026-01-11T19:23:36.206809
res-prontos.kyiv.ua,ua,0.07156293,phishtank,,False,False,False,False,3.826874881864637,19.0,0.0,safe,No unsafe content found,2026-01-11T19:23:42.490619
hpakan.cn,cn,0.47268584,jpcert,dangerous_tld,True,False,False,False,2.725480556997868,9.0,0.0,safe,No unsafe content found,2026-01-11T19:23:48.804922
discountdealsmarket.icu,icu,0.46154094,certificates,dangerous_tld,True,False,False,False,3.8279097821439705,23.0,0.0,safe,No unsafe content found,2026-01-11T19:23:55.077148
arvinhe.club,club,0.2025388,jpcert,,False,False,False,False,3.584962500721156,12.0,0.0,safe,No unsafe content found,2026-01-11T19:24:01.492052
miamigojesus.edu.pe,pe,0.06174358,phishtank,,False,False,False,False,3.471354487013929,19.0,0.0,unknown,Status element not found,2026-01-11T19:24:08.580025
rewards-ff-garena-com.top,top,0.092684455,phishtank,dangerous_tld,True,False,False,False,3.8332696895151073,25.0,0.0,unknown,Status element not found,2026-01-11T19:24:20.846458
lenuta.co.id,id,0.05719748,phishtank,,False,False,False,False,3.4182958340544896,12.0,0.0,safe,No unsafe content found,2026-01-11T19:24:33.167091
tandtek.dk,dk,0.04607252,phishtank,,False,False,False,False,2.7219280948873625,10.0,0.0,unknown,Status element not found,2026-01-11T19:24:40.311114
42dosz2.lat,lat,0.03197273,phishtank,dangerous_tld,True,False,False,False,3.2776134368191165,11.0,0.0,safe,No unsafe content found,2026-01-11T19:24:52.422403
sbi-cx.top,top,0.4220003,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0,unknown,Status element not found,2026-01-11T19:24:58.897186
ceoyz.cn,cn,0.052246246,jpcert,dangerous_tld,True,False,False,False,2.75,8.0,0.0,unknown,Status element not found,2026-01-11T19:25:10.334813
cosmicnest.in,in,0.020723876,phishtank,,False,False,False,False,3.0850551027564768,13.0,0.0,safe,No unsafe content found,2026-01-11T19:25:22.442553
hablw.cn,cn,0.11328053,certificates,dangerous_tld,True,False,False,False,3.0,8.0,0.0,safe,No unsafe content found,2026-01-11T19:25:29.566359
gauperaa.no,no,0.013641293,phishtank,,False,False,False,False,3.027169118440619,11.0,0.0,safe,No unsafe content found,2026-01-11T19:25:35.969147
qepi.com.cn,cn,0.45630464,jpcert,dangerous_tld,True,False,False,False,3.095795255000934,11.0,0.0,safe,No unsafe content found,2026-01-11T19:25:42.361034
bobiem.com.mk,mk,0.115496464,jpcert,,False,False,False,False,2.873140679513133,13.0,0.0,unknown,Status element not found,2026-01-11T19:25:48.775691
dshous.cn,cn,0.1496637,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,safe,No unsafe content found,2026-01-11T19:26:00.594166
applei.jp,jp,0.08274052,jpcert,brand,False,True,False,False,2.6416041678685933,9.0,1.0,safe,No unsafe content found,2026-01-11T19:26:07.687698
hokkbkubank.top,top,0.3784279,certificates,dangerous_tld,True,False,False,False,3.106890595608518,15.0,0.0,safe,No unsafe content found,2026-01-11T19:26:14.064039
hupaw.cn,cn,0.15691748,phishtank,dangerous_tld,True,False,False,False,3.0,8.0,0.0,safe,No unsafe content found,2026-01-11T19:26:20.475960
suivi-mondial-relay-fr.info,info,0.33628878,phishtank,,False,False,False,False,3.838039816898156,27.0,0.0,safe,No unsafe content found,2026-01-11T19:26:27.588480
stupina.eu,eu,0.0358867,phishtank,,False,False,False,False,3.121928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:26:34.687836
accoun.aueyo.cn,cn,0.4911616,certificates,dangerous_tld,True,False,False,False,2.9232314287976204,15.0,0.0,safe,No unsafe content found,2026-01-11T19:26:41.765983
rkt.us,us,0.024081508,phishtank,short,False,False,False,True,2.584962500721156,6.0,0.0,safe,No unsafe content found,2026-01-11T19:26:48.863908
vienumerique.ch,ch,0.020972881,jpcert,,False,False,False,False,3.32323142879762,15.0,0.0,safe,No unsafe content found,2026-01-11T19:26:55.958705
hindihelpful.in,in,0.02051257,phishtank,,False,False,False,False,3.189898095464287,15.0,0.0,safe,No unsafe content found,2026-01-11T19:27:03.092238
linkup.top,top,0.017595453,phishtank,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:27:10.143024
g-jp.top,top,0.078013405,certificates,dangerous_tld,True,False,False,False,2.75,8.0,0.0,unknown,Status element not found,2026-01-11T19:27:16.444173
gerenciajuridica.com.mx,mx,0.12765893,phishtank,,False,False,False,False,3.675310868912365,23.0,0.0,safe,No unsafe content found,2026-01-11T19:27:28.092297
adopter.shop,shop,0.42644078,certificates,,False,False,False,False,3.2516291673878226,12.0,0.0,safe,No unsafe content found,2026-01-11T19:27:35.179662
jm1860.com.cn,cn,0.08429331,certificates,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:27:41.972840
s.teamw.cc,cc,0.07643831,phishtank,dangerous_tld,True,False,False,False,2.9219280948873623,10.0,0.0,safe,No unsafe content found,2026-01-11T19:27:48.404475
kurkoyamato.one,one,0.4168007,jpcert,,False,False,False,False,3.3232314287976203,15.0,0.0,safe,No unsafe content found,2026-01-11T19:27:54.831272
grsto.xyz,xyz,0.3200097,jpcert,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0,safe,No unsafe content found,2026-01-11T19:28:01.945612
metamaskt.cc,cc,0.1897389,jpcert,dangerous_tld,True,False,False,False,2.918295834054489,12.0,0.0,safe,No unsafe content found,2026-01-11T19:28:09.051487
consultantsgroup.com.pk,pk,0.04767618,phishtank,,False,False,False,False,3.708132064658602,23.0,0.0,safe,No unsafe content found,2026-01-11T19:28:15.458309
provinciaringreso.online,online,0.19558156,phishtank,dangerous_tld,True,False,False,False,3.438721875540867,24.0,0.0,safe,No unsafe content found,2026-01-11T19:28:21.887179
aniradi.cn,cn,0.4310592,jpcert,dangerous_tld,True,False,False,False,2.721928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:28:28.295476
1coach.ir,ir,0.008284634,jpcert,,False,False,False,False,2.94770277922009,9.0,0.0,safe,No unsafe content found,2026-01-11T19:28:34.704805
rahmani.click,click,0.03200569,phishtank,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0,unknown,Status element not found,2026-01-11T19:28:41.791909
brandesignertalented.eu,eu,0.116067685,phishtank,,False,False,False,False,3.4642346527265664,23.0,0.0,safe,No unsafe content found,2026-01-11T19:28:53.890245
visamir.com,com,0.03145981,certificates,brand,False,True,False,False,3.0957952550009344,11.0,1.0,safe,No unsafe content found,2026-01-11T19:29:01.024250
fzghak.cn,cn,0.16311844,phishtank,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0,unknown,Status element not found,2026-01-11T19:29:08.142239
pasoapaso.com.ar,ar,0.022228979,jpcert,,False,False,False,False,2.827819531114783,16.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:29:19.534776
e0728.cn,cn,0.019433541,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0,safe,No unsafe content found,2026-01-11T19:29:25.935857
0dveg1.xyz,xyz,0.23815282,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:29:32.350287
elta-sk.top,top,0.42174545,phishtank,dangerous_tld,True,False,False,False,3.277613436819116,11.0,0.0,safe,No unsafe content found,2026-01-11T19:29:38.773257
camarasciervo.com.mx,mx,0.12158869,phishtank,,False,False,False,False,3.3086949695628416,20.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:29:45.189758
etc-akiaki.cam,cam,0.16987732,certificates,,False,False,False,False,3.039148671903071,14.0,0.0,safe,No unsafe content found,2026-01-11T19:29:52.286791
live-app.cx,cx,0.0149683105,phishtank,,False,False,False,False,3.277613436819116,11.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:29:59.403261
g4w.top,top,0.108498946,certificates,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0,safe,No unsafe content found,2026-01-11T19:30:06.194894
gasforafrica.co.za,za,0.047661405,phishtank,,False,False,False,False,3.169925001442312,18.0,0.0,safe,No unsafe content found,2026-01-11T19:30:12.490166
babyou.cn,cn,0.24763957,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,safe,No unsafe content found,2026-01-11T19:30:19.581939
zkxyiji.cn,cn,0.25456417,jpcert,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:30:26.736028
uliu.cn,cn,0.06440407,certificates,"dangerous_tld,,short",True,False,False,True,2.5216406363433186,7.0,0.0,safe,No unsafe content found,2026-01-11T19:30:33.878837
heiqi.xyz,xyz,0.016998643,certificates,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,unknown,Status element not found,2026-01-11T19:30:41.002867
allnull.cn,cn,0.06662647,certificates,dangerous_tld,True,False,False,False,2.321928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:30:53.363245
vistaplaya.cl,cl,0.092436254,jpcert,,False,False,False,False,3.180832987205441,13.0,0.0,unknown,Status element not found,2026-01-11T19:30:59.768530
elremot.pl,pl,0.02237233,jpcert,,False,False,False,False,2.9219280948873623,10.0,0.0,unknown,Status element not found,2026-01-11T19:31:11.512356
rtqa.xyz,xyz,0.025702033,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0,safe,No unsafe content found,2026-01-11T19:31:23.134235
yamzaklink.xyz,xyz,0.016895054,jpcert,dangerous_tld,True,False,False,False,3.235926350629033,14.0,0.0,safe,No unsafe content found,2026-01-11T19:31:30.268546
hansatour.com.py,py,0.059855286,phishtank,,False,False,False,False,3.625,16.0,0.0,unknown,Status element not found,2026-01-11T19:31:37.373302
aifulvipprojp.sbs,sbs,0.45164332,jpcert,dangerous_tld,True,False,False,False,3.572469458770136,17.0,0.0,unknown,Status element not found,2026-01-11T19:31:49.001091
ojxrik.cn,cn,0.14218676,phishtank,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0,unknown,Status element not found,2026-01-11T19:32:00.790301
benmtyty.top,top,0.28873095,phishtank,dangerous_tld,True,False,False,False,3.0220552088742005,12.0,0.0,unknown,Status element not found,2026-01-11T19:32:12.882452
jibunbank.pro,pro,0.13314284,certificates,,False,False,False,False,3.3927474104487847,13.0,0.0,safe,No unsafe content found,2026-01-11T19:32:25.323489
kucoin.dog,dog,0.24747773,certificates,,False,False,False,False,3.121928094887362,10.0,0.0,unknown,Status element not found,2026-01-11T19:32:32.438944
lgo66.club,club,0.13345267,jpcert,,False,False,False,False,2.9219280948873623,10.0,0.0,safe,No unsafe content found,2026-01-11T19:32:44.537198
playstationgames.in,in,0.039842222,phishtank,,False,False,False,False,3.5766176449086653,19.0,0.0,safe,No unsafe content found,2026-01-11T19:32:50.918605
cenkaskalli.com.tr,tr,0.04480159,jpcert,,False,False,False,False,3.614369445886756,18.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:32:58.020771
gennera.com.ar,ar,0.02849558,phishtank,,False,False,False,False,3.09306920777189,14.0,0.0,safe,No unsafe content found,2026-01-11T19:33:04.432222
smbodc.top,top,0.47541055,certificates,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:33:10.854882
ulu.so,so,0.00831743,phishtank,short,False,False,False,True,2.2516291673878226,6.0,0.0,unknown,Status element not found,2026-01-11T19:33:17.243379
uspebxfu.top,top,0.18703535,phishtank,dangerous_tld,True,False,False,False,3.2516291673878226,12.0,0.0,safe,No unsafe content found,2026-01-11T19:33:28.648946
amzdj.top,top,0.3622578,certificates,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0,safe,No unsafe content found,2026-01-11T19:33:35.038282
vmoqz.cn,cn,0.22642882,phishtank,dangerous_tld,True,False,False,False,3.0,8.0,0.0,safe,No unsafe content found,2026-01-11T19:33:42.139708
dhl-news.com,com,0.08244164,phishtank,brand,False,True,False,False,3.584962500721156,12.0,1.0,unknown,Status element not found,2026-01-11T19:33:48.560369
haueoseai.icu,icu,0.46230564,jpcert,dangerous_tld,True,False,False,False,3.085055102756477,13.0,0.0,unknown,Status element not found,2026-01-11T19:34:00.328249
update-db-tan.app,app,0.09787068,phishtank,,False,False,False,False,3.175123135113461,17.0,0.0,safe,No unsafe content found,2026-01-11T19:34:12.866376
ina.am,am,0.0318346,phishtank,short,False,False,False,True,2.2516291673878226,6.0,0.0,unknown,Status element not found,2026-01-11T19:34:20.000786
hlxfgj.shop,shop,0.382154,jpcert,,False,False,False,False,3.2776134368191165,11.0,0.0,unknown,Status element not found,2026-01-11T19:34:32.356453
sparkassen-produkte.de,de,0.027276788,phishtank,brand,False,True,False,False,3.572623663895163,22.0,1.0,unknown,Status element not found,2026-01-11T19:34:44.050461
fulltuning.hu,hu,0.019679459,jpcert,,False,False,False,False,3.0269868333592878,13.0,0.0,unknown,Status element not found,2026-01-11T19:34:56.299826
umf.uem.mz,mz,0.027721813,phishtank,,False,False,False,False,2.446439344671015,10.0,0.0,unknown,Status element not found,2026-01-11T19:35:08.571411
to.lk,lk,0.031516876,phishtank,short,False,False,False,True,2.321928094887362,5.0,0.0,safe,No unsafe content found,2026-01-11T19:35:21.084114
amsri.top,top,0.4553993,certificates,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0,safe,No unsafe content found,2026-01-11T19:35:27.444830
unitekups.in,in,0.024180658,jpcert,,False,False,False,False,3.084962500721156,12.0,0.0,unknown,Status element not found,2026-01-11T19:35:34.591720
post-mskklinkn.sbs,sbs,0.08263401,phishtank,dangerous_tld,True,False,False,False,3.350209029099897,18.0,0.0,unknown,Status element not found,2026-01-11T19:35:47.023849
ads2.xyz,xyz,0.21350841,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0,unknown,Status element not found,2026-01-11T19:35:59.258132
skypersystems.com.pk,pk,0.26793975,phishtank,,False,False,False,False,3.321928094887362,20.0,0.0,unknown,Status element not found,2026-01-11T19:36:11.534503
hco-bank.top,top,0.073807575,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0,unknown,Status element not found,2026-01-11T19:36:23.100982
2hsh6e.lat,lat,0.04444354,phishtank,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0,unknown,Status element not found,2026-01-11T19:36:35.570022
sarkariupdate.in,in,0.050977442,jpcert,,False,False,False,False,3.452819531114783,16.0,0.0,unknown,Status element not found,2026-01-11T19:36:47.918089
chrisphilpott.nz,nz,0.027842268,phishtank,,False,False,False,False,3.5,16.0,0.0,unknown,Status element not found,2026-01-11T19:37:00.255402
kvuronekocyavmaito.me,me,0.2409775,certificates,,False,False,False,False,3.689703732199547,21.0,0.0,unknown,Status element not found,2026-01-11T19:37:12.725286
monex.sispro.mx,mx,0.078439906,phishtank,,False,False,False,False,3.240223928941852,15.0,0.0,safe,No unsafe content found,2026-01-11T19:37:25.253407
alpha-net.online,online,0.09872825,jpcert,dangerous_tld,True,False,False,False,3.327819531114783,16.0,0.0,safe,No unsafe content found,2026-01-11T19:37:32.385824
z03gn0.sbs,sbs,0.48769882,phishtank,dangerous_tld,True,False,False,False,2.9219280948873623,10.0,0.0,safe,No unsafe content found,2026-01-11T19:37:39.529304
arjscl.cn,cn,0.110072404,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,unknown,Status element not found,2026-01-11T19:37:45.935697
shinzou.love,love,0.043786682,jpcert,,False,False,False,False,3.418295834054489,12.0,0.0,unknown,Status element not found,2026-01-11T19:37:57.530383
myaaa.com.cn,cn,0.0083310185,certificates,dangerous_tld,True,False,False,False,2.688721875540867,12.0,0.0,unknown,Status element not found,2026-01-11T19:38:09.870700
bitconce.top,top,0.15483359,phishtank,dangerous_tld,True,False,False,False,3.084962500721156,12.0,0.0,safe,No unsafe content found,2026-01-11T19:38:21.256997
asdkk.icu,icu,0.01284851,certificates,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0,safe,No unsafe content found,2026-01-11T19:38:28.378073
godoctor.com.ec,ec,0.06954958,phishtank,,False,False,False,False,2.923231428797621,15.0,0.0,safe,No unsafe content found,2026-01-11T19:38:35.474789
regeo.ch,ch,0.02221508,phishtank,,False,False,False,False,2.75,8.0,0.0,safe,No unsafe content found,2026-01-11T19:38:41.876172
sbi-oc.top,top,0.23990323,phishtank,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0,unknown,Status element not found,2026-01-11T19:38:48.284371
verros.info,info,0.027507754,phishtank,,False,False,False,False,3.095795255000934,11.0,0.0,unknown,Status element not found,2026-01-11T19:39:00.418802
areacivil.pt,pt,0.020116707,phishtank,,False,False,False,False,3.2516291673878226,12.0,0.0,safe,No unsafe content found,2026-01-11T19:39:12.547135
attacker.com,com,0.31819075,phishtank,brand,False,True,False,False,3.084962500721156,12.0,1.0,safe,No unsafe content found,2026-01-11T19:39:19.671379
registroheca.com.ar,ar,0.011089827,phishtank,,False,False,False,False,3.471354487013929,19.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:39:26.752441
yourvacancytoday.click,click,0.1709442,phishtank,dangerous_tld,True,False,False,False,3.5726236638951625,22.0,0.0,unknown,Status element not found,2026-01-11T19:39:33.148727
agdefei.cn,cn,0.0458872,jpcert,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0,safe,No unsafe content found,2026-01-11T19:39:44.577079
colegiolambert.cl,cl,0.026390996,phishtank,,False,False,False,False,3.4548223999466066,17.0,0.0,safe,No unsafe content found,2026-01-11T19:39:50.986090
freebird.co.in,in,0.059652198,phishtank,,False,False,False,False,3.235926350629033,14.0,0.0,unknown,Status element not found,2026-01-11T19:39:57.406326
steamworkshopvoting.com,com,0.27773792,phishtank,brand,False,True,False,False,3.914866303883101,23.0,1.0,safe,No unsafe content found,2026-01-11T19:40:09.818785
akunronekeoyasmati.me,me,0.25464928,certificates,,False,False,False,False,3.5585186130489057,21.0,0.0,safe,No unsafe content found,2026-01-11T19:40:16.206020
renouvellement-abonnements-netflix.com,com,0.3315203,phishtank,brand,False,True,False,False,3.769485159038742,38.0,1.0,unknown,Status element not found,2026-01-11T19:40:23.315683
kuromekoyantao.top,top,0.45942143,certificates,dangerous_tld,True,False,False,False,3.3921472236645345,18.0,0.0,safe,No unsafe content found,2026-01-11T19:40:34.733814
acconsult.info,info,0.0020441194,phishtank,,False,False,False,False,3.3787834934861767,14.0,0.0,safe,No unsafe content found,2026-01-11T19:40:41.152178
mapsa.com.pe,pe,0.06498488,phishtank,,False,False,False,False,2.9182958340544896,12.0,0.0,safe,No unsafe content found,2026-01-11T19:40:47.565397
0bdypy5o.lat,lat,0.15552318,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0,safe,No unsafe content found,2026-01-11T19:40:54.676762
kumbhatfinancialserviceslimited.com,com,0.07872446,phishtank,high_entropy,False,False,True,False,4.025591860285232,35.0,0.0,safe,No unsafe content found,2026-01-11T19:41:01.053055
i7yk1x.top,top,0.48857903,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0,unsafe,Some pages unsafe,2026-01-11T19:41:07.444348
smbc-cardnb.icu,icu,0.15833165,phishtank,dangerous_tld,True,False,False,False,3.4565647621309536,15.0,0.0,unknown,Status element not found,2026-01-11T19:41:13.836108
smpitabyfds.sch.id,id,0.30197674,phishtank,,False,False,False,False,3.5724312513221195,18.0,0.0,safe,No unsafe content found,2026-01-11T19:41:25.497238
vxxre.xyz,xyz,0.13017811,certificates,dangerous_tld,True,False,False,False,2.6416041678685933,9.0,0.0,unknown,Status element not found,2026-01-11T19:41:32.660737
bis-usonic.eu,eu,0.018474674,jpcert,,False,False,False,False,3.238901256602631,13.0,0.0,safe,No unsafe content found,2026-01-11T19:41:45.022811
ojyodcxuisnh.xyz,xyz,0.0610327,jpcert,dangerous_tld,True,False,False,False,3.625,16.0,0.0,unknown,Status element not found,2026-01-11T19:41:51.445487
buboaleimxrt.xyz,xyz,0.037052587,jpcert,dangerous_tld,True,False,False,False,3.75,16.0,0.0,unknown,Status element not found,2026-01-11T19:42:02.865058
szonyegtisztito-karpittisztito.hu,hu,0.030648509,jpcert,,False,False,False,False,3.664824803136319,33.0,0.0,safe,No unsafe content found,2026-01-11T19:42:14.991659
delfintour.sk,sk,0.022754744,phishtank,,False,False,False,False,3.7004397181410926,13.0,0.0,safe,No unsafe content found,2026-01-11T19:42:22.090970
myjcb-link.me,me,0.065406054,jpcert,,False,False,False,False,3.5465935642949384,13.0,0.0,unknown,Status element not found,2026-01-11T19:42:29.186640
aoem.shop,shop,0.18514448,certificates,,False,False,False,False,2.94770277922009,9.0,0.0,safe,No unsafe content found,2026-01-11T19:42:40.606560
motorexpert.cz,cz,0.013235744,phishtank,,False,False,False,False,3.235926350629033,14.0,0.0,safe,No unsafe content found,2026-01-11T19:42:47.008088
logcorreiosimportacoes.co.ua,ua,0.018063456,phishtank,,False,False,False,False,3.5566567074628237,28.0,0.0,safe,No unsafe content found,2026-01-11T19:42:53.399900
lfchuangke.cn,cn,0.42700383,certificates,dangerous_tld,True,False,False,False,3.3927474104487847,13.0,0.0,safe,No unsafe content found,2026-01-11T19:42:59.816693
hassantesting.trionex.pk,pk,0.21515276,phishtank,,False,False,False,False,3.6572682296173897,24.0,0.0,safe,No unsafe content found,2026-01-11T19:43:06.213502
spt.to,to,0.0014404956,jpcert,short,False,False,False,True,2.2516291673878226,6.0,0.0,safe,No unsafe content found,2026-01-11T19:43:13.339138
xcicn.cn,cn,0.4856509,phishtank,dangerous_tld,True,False,False,False,2.1556390622295662,8.0,0.0,unknown,Status element not found,2026-01-11T19:43:20.454074
uuhqyq.cn,cn,0.31724188,jpcert,dangerous_tld,True,False,False,False,2.725480556997868,9.0,0.0,unknown,Status element not found,2026-01-11T19:43:32.547872
dasong.info,info,0.14183958,jpcert,,False,False,False,False,3.095795255000934,11.0,0.0,safe,No unsafe content found,2026-01-11T19:43:44.693103
