domain,source,ml_probability,dns_resolves,http_status,looks_legit,legit_indicators
fcxpr.cn,phishtank,0.9640609622001648,True,503.0,,
fffffg.cn,phishtank,0.9506615400314331,True,503.0,,
lcxivxv.cn,jpcert,0.986850380897522,True,503.0,,
mufg-ezyww.net,certificates,0.7768378853797913,False,,,
_.dragongadgets.com,jpcert,0.9478134512901306,True,503.0,,
cdoqr.cn,jpcert,0.9247364401817322,True,503.0,,
yvjxaama.com,certificates,0.9574623107910156,False,,,
51debiao.com,jpcert,0.8323327302932739,True,503.0,,
rjvxpziruu.com,certificates,0.9856405258178711,False,,,
aeon-com.top,phishtank,0.7493423223495483,False,,,
viewsnet-bolics.usvzw.cn,jpcert,0.983751118183136,True,503.0,,
katrinathomas.shop,certificates,0.9429433345794678,False,,,
1ppb4jp9.top,phishtank,0.7890864610671997,False,,,
smbc-cardthr.xyz,phishtank,0.984657347202301,False,,,
hebijunlong.com,certificates,0.9693105220794678,True,503.0,,
utwss.com,phishtank,0.987967312335968,False,,,
aifulti.store,jpcert,0.906785786151886,False,,,
jgyxz.com,certificates,0.9055201411247253,True,503.0,,
9nmy7pd7.top,phishtank,0.8659623861312866,False,,,
salescoach.cn,certificates,0.7765151858329773,False,,,
tinfrnoqd.com,jpcert,0.9679619669914246,True,503.0,,
ongiz5.cn,jpcert,0.976706862449646,False,,,
idlzrnp.cn,jpcert,0.9849998950958252,True,503.0,,
sindoor.cn,jpcert,0.8037957549095154,True,403.0,,
sistrum.cn,jpcert,0.9657911658287048,True,503.0,,
rkn.email,jpcert,0.9737921953201294,True,200.0,unknown,
amexjapancheck.click,certificates,0.7956042885780334,False,,,
lanqingcanyin2.com,jpcert,0.7343266010284424,True,503.0,,
malanga.cn,jpcert,0.8020293712615967,True,503.0,,
fshitnl-kxi-7.gq,jpcert,0.9885525703430176,False,,,
doodlubomx.com,certificates,0.9459118247032166,False,,,
5h2uxf7w.com,jpcert,0.9751183986663818,False,,,
host9-rakanten.com,jpcert,0.9524264335632324,False,,,
jp-netflix.info,certificates,0.8206440806388855,False,,,
kvturonline.com,certificates,0.9426724314689636,False,,,
secure-oliineess.0hi.me,phishtank,0.7728787064552307,True,503.0,,
beidoukeji.com,certificates,0.9809694290161133,True,,,
diandfhbayj.com,certificates,0.920644223690033,True,503.0,,
smbc-cardnm.work,phishtank,0.9228304624557495,True,503.0,,
kuronekoyamswato.top,jpcert,0.829990029335022,False,,,
my-jcb.co,jpcert,0.764959454536438,False,,,
qbtokn.xyz,certificates,0.8854209184646606,False,,,
my-saftbonk.club,certificates,0.9678469300270081,False,,,
pengchengwan.com,certificates,0.9847484230995178,True,403.0,,
chesterfieldtutor.com,certificates,0.834186851978302,False,,,
huifuguo.com,certificates,0.979699432849884,False,,,
7u8rr.xyz,certificates,0.9817075729370117,False,,,
olicordserves.shop,jpcert,0.9859927892684937,False,,,
rbokbjim.com,certificates,0.9394877552986145,False,,,
luyangfood.com,jpcert,0.9697017073631287,False,,,
ruby-gemstone.com,certificates,0.7725417017936707,False,,,
mnzwoup.ml,jpcert,0.9809392690658569,False,,,
tanahkuyangkucintai.com,jpcert,0.9878119826316833,False,,,
byteminr.com,certificates,0.9003394842147827,True,503.0,,
amaibfudsdfzz.com,certificates,0.9842645525932312,True,503.0,,
smerst.sbs,phishtank,0.9153801798820496,False,,,
apartmani-kraljic.com,certificates,0.8252623081207275,False,,,
ffnnj.com,phishtank,0.8501057624816895,False,,,
infrasound.cn,jpcert,0.7504746317863464,True,503.0,,
pauleenluna.com,certificates,0.9043291807174683,True,503.0,,
l2y.top,certificates,0.8855389952659607,True,503.0,,
jkkqnqw.cn,certificates,0.987359344959259,False,,,
mosmbcfirmoutco.shop,jpcert,0.7997596859931946,False,,,
qiiytgr.autos,certificates,0.8208354711532593,False,,,
tenpounder.cn,jpcert,0.7740285396575928,True,403.0,,
help.ezpasdk.win,phishtank,0.975180983543396,False,,,
kcoduifh-dfhdfgf.icu,jpcert,0.9748654365539551,False,,,
hawkeagle.cn,jpcert,0.800550103187561,True,503.0,,
scandinavian.cn,certificates,0.7873782515525818,True,403.0,,
tronlink.bet,phishtank,0.9841444492340088,True,503.0,,
shoaoqns.com,jpcert,0.8843756318092346,False,,,
opesin.com,certificates,0.8869823217391968,True,503.0,,
seaholly.cn,jpcert,0.8893435597419739,False,,,
huryhds.top,jpcert,0.8178526163101196,False,,,
vortexcloud.asia,jpcert,0.862410306930542,False,,,
wlaijiaju.com,certificates,0.9657662510871887,True,503.0,,
rmk.pages.dev,phishtank,0.9880746006965637,True,503.0,,
bzryufy.cn,jpcert,0.9353285431861877,False,,,
gehgsehsenhssfaef.xyz,certificates,0.9430265426635742,False,,,
bjdtys.com,certificates,0.9883516430854797,True,,,
us.flhsmvws.top,phishtank,0.9879176020622253,False,,,
nrsplant.com,jpcert,0.9772745370864868,False,,,
skype-in.net,certificates,0.8033509850502014,False,,,
wireframes.cn,certificates,0.8865111470222473,False,,,
my-sotflbenk.info,certificates,0.9027388691902161,False,,,
kjzl.cc,jpcert,0.9656633138656616,False,,,
gqequzjp.ne.pw,jpcert,0.959464430809021,False,,,
hfhtwd.cn,jpcert,0.9326324462890625,True,503.0,,
buscamagia.com,certificates,0.9399455785751343,False,,,
lapcbz.com,certificates,0.9496864676475525,True,200.0,unknown,
knxjh.cn,phishtank,0.9640609622001648,True,503.0,,
bitflyer.fund,certificates,0.9626118540763855,False,,,
gdupnk.ink,jpcert,0.9813286066055298,False,,,
4musicminds.com,certificates,0.9858184456825256,True,503.0,,
caon2imabijcb.cyou,jpcert,0.8576065301895142,False,,,
aifulmu.co,jpcert,0.780635416507721,False,,,
myjcbjapaoutco.shop,jpcert,0.7545080184936523,False,,,
cyprusexamine.top,certificates,0.9596059918403625,False,,,
disneyedu.com,jpcert,0.919436514377594,False,,,
sampyoem.com,certificates,0.955184280872345,False,,,
mtift.com,certificates,0.722160279750824,True,503.0,,
horrnbunny.com,certificates,0.7524781227111816,False,,,
whatere.com,certificates,0.9297484755516052,True,503.0,,
epxoisf.com,certificates,0.9491335153579712,False,,,
nlboelyzzddugs.top,jpcert,0.956667959690094,False,,,
viciie.jp,jpcert,0.7142705917358398,True,503.0,,
sluk.cn,jpcert,0.9005005359649658,True,503.0,,
amazomjpcojpco.online,certificates,0.8335692882537842,False,,,
wgsan.cn,jpcert,0.9882885217666626,False,,,
y4yku.com,phishtank,0.9868009090423584,True,503.0,,
speccy.cn,jpcert,0.7538504600524902,True,503.0,,
thsjzx.com,certificates,0.9851395487785339,True,503.0,,
kyufukin-soumo-go-jp.xyz,jpcert,0.9673818349838257,False,,,
junqingnet.com,certificates,0.9841549396514893,True,403.0,,
jaffsdyechem.com,certificates,0.9256212115287781,True,200.0,,
kovanga.com,certificates,0.8761207461357117,False,,,
anlongjx.com,certificates,0.9834563136100769,False,,,
zhangga1129.com,jpcert,0.7783957719802856,True,503.0,,
jjugnr33.shop,jpcert,0.9865865707397461,False,,,
53capeandover.com,certificates,0.9309390783309937,False,,,
fourierchain.com,jpcert,0.9867030382156372,True,503.0,,
jmiftbuzke.com,certificates,0.9643304944038391,False,,,
kuronekoyamevato.top,jpcert,0.8999059200286865,False,,,
azixp4na6akdit.top,certificates,0.887904942035675,False,,,
fpsnk.cn,phishtank,0.9640609622001648,False,,,
naokhkhdikuoayj.com,phishtank,0.8086215257644653,False,,,
toaitpfxxplg.xyz,jpcert,0.7900740504264832,False,,,
uccardsjp.icu,jpcert,0.7516771554946899,False,,,
puyuchemical.com,certificates,0.9763948917388916,True,,,
wangycorangex3190.top,jpcert,0.9825473427772522,False,,,
wangshuting.xyz,jpcert,0.7540470957756042,False,,,
rinall.top,jpcert,0.7231885194778442,False,,,
tfyj.cn,jpcert,0.9809027910232544,True,503.0,,
gheqfsu.top,jpcert,0.9728752374649048,False,,,
biotope.cn,certificates,0.8913922309875488,True,503.0,,
sjltg.cn,phishtank,0.9787294864654541,True,503.0,,
roofscape.cn,jpcert,0.7440756559371948,True,403.0,,
pqndc.cn,phishtank,0.9469237327575684,True,503.0,,
chedodenngona.icu,certificates,0.9193474650382996,False,,,
sueturnermusic.com,jpcert,0.8363290429115295,True,503.0,,
changeforautism.com,certificates,0.8262863159179688,False,,,
uccardservsc.shop,jpcert,0.8595011234283447,False,,,
iocbank.com,certificates,0.9157819747924805,False,,,
flowerxp.com,jpcert,0.949787974357605,True,200.0,True,about us|contact|privacy policy|copyright|company
xsl518.com,certificates,0.9842476844787598,True,503.0,,
kensensi.com,certificates,0.8935531377792358,True,503.0,,
cpwaigua.com,jpcert,0.9850201606750488,False,,,
gbfco.cn,jpcert,0.9422385096549988,True,503.0,,
kusnm0adknm.co.uk,jpcert,0.9848712086677551,False,,,
xiaoshuozq.com,certificates,0.7300127148628235,False,,,
wiuakyp.cn,certificates,0.9430969953536987,True,503.0,,
meikacoriadmy01.xyz,jpcert,0.7170067429542542,False,,,
olicordservesa.shop,jpcert,0.983283519744873,True,503.0,,
ruiguangheng.com,certificates,0.9717308878898621,True,503.0,,
vgydea.com,jpcert,0.9790492057800293,False,,,
lasenda.com.br,phishtank,0.8011162281036377,True,503.0,,
amtgi.top,certificates,0.9520549774169922,False,,,
guolishiye.com,certificates,0.967641294002533,True,200.0,unknown,
pxjiutai.cn,jpcert,0.8465734124183655,False,,,
myjabseraab.shop,jpcert,0.9637292623519897,False,,,
amdhm.buzz,certificates,0.8617925643920898,False,,,
yeand.buzz,certificates,0.981296718120575,False,,,
t654.cn,certificates,0.9058270454406738,False,,,
huanghang.cn,certificates,0.930234968662262,False,,,
rakuten661.com,jpcert,0.9480003714561462,False,,,
drhosack.com,jpcert,0.9308035373687744,True,503.0,,
aupaycardmrco.shop,jpcert,0.8476989269256592,False,,,
whlet.com,certificates,0.9144548773765564,False,,,
duckpaint.com,jpcert,0.9648650288581848,False,,,
jelqlodge.com,certificates,0.9600986838340759,False,,,
gztongda88.com,phishtank,0.7249636054039001,True,,,
qq6mfy.top,phishtank,0.9390949010848999,False,,,
vja.utatewq.top,phishtank,0.9774560332298279,True,503.0,,
rakutex.xyz,jpcert,0.980901300907135,False,,,
myvpassmerco.shop,jpcert,0.8561139106750488,False,,,
cyxszg.com,jpcert,0.9268926978111267,True,503.0,,
heibvvhubys.bond,certificates,0.8039114475250244,False,,,
vt376.cn,jpcert,0.9569017291069031,True,503.0,,
tepco-jp.cyou,certificates,0.9321058988571167,False,,,
idj464.com,certificates,0.9882376790046692,False,,,
bjboren.com,certificates,0.9089678525924683,True,503.0,,
bmsnafta.com,certificates,0.9348675608634949,True,503.0,,
razorshell.cn,jpcert,0.9009793400764465,False,,,
kuronekoyamsfato.top,jpcert,0.829990029335022,False,,,
enext.mn,jpcert,0.9845924973487854,True,503.0,,
mufg-z7tjp.net,certificates,0.9515721201896667,False,,,
mamamidnight.com,jpcert,0.9533331394195557,True,503.0,,
mfhgjkf.site,certificates,0.9665940999984741,False,,,
weifangshangjie.com,certificates,0.9485080242156982,True,503.0,,
emsigmatrd.com,certificates,0.9255029559135437,False,,,
attelmann.com,jpcert,0.8375424146652222,False,,,
ugvqsw.yachts,certificates,0.9141581654548645,False,,,
iynjxybsf.com,jpcert,0.9761422276496887,False,,,
yunniulive.com,jpcert,0.9612970948219299,True,503.0,,
cathunhatngonb.icu,certificates,0.8207979202270508,False,,,
amazmcow.com,certificates,0.9383615851402283,False,,,
epoastfmwpved8.top,jpcert,0.7441052198410034,False,,,
lurank.com,certificates,0.9196193814277649,False,,,
acsvfd.top,jpcert,0.9536051750183105,False,,,
cjcpw.cn,jpcert,0.9758147597312927,True,503.0,,
washchouxiangxiang0280.top,certificates,0.9385700821876526,False,,,
rectum.cn,jpcert,0.9664144515991211,True,503.0,,
fisxy.cn,jpcert,0.9608554244041443,True,503.0,,
blumdance.com,certificates,0.9424829483032227,False,,,
cdoux.cn,jpcert,0.9748867750167847,True,503.0,,
yqedmfntcomj.top,jpcert,0.8656598329544067,False,,,
tiliger.cn,jpcert,0.8018834590911865,False,,,
smbc-cardua.jp,jpcert,0.9124312996864319,True,503.0,,
fushappc.com,certificates,0.9748702049255371,True,403.0,,
suraxx.com,jpcert,0.9202436804771423,False,,,
464vdervb.top,jpcert,0.8087623715400696,False,,,
orwyz.cn,jpcert,0.9676441550254822,True,503.0,,
meikacoriadmy07.top,jpcert,0.8544440865516663,False,,,
oricajiechua.shop,jpcert,0.9747272729873657,False,,,
qrcodegenerator.cn,certificates,0.7430497407913208,False,,,
fenghuang2023.com,certificates,0.9038351774215698,False,,,
sainjumf.com,jpcert,0.8566921353340149,False,,,
aqarcode.com,certificates,0.8344652652740479,True,503.0,,
akiis.cn,certificates,0.8733985424041748,True,,,
8or9sf.cn,jpcert,0.7684215307235718,True,503.0,,
knglc.cn,phishtank,0.9469237327575684,True,503.0,,
calypso2.net,certificates,0.8299092054367065,True,200.0,unknown,
saisonfirmjpco.shop,jpcert,0.9875952005386353,False,,,
proage.cn,jpcert,0.8878679275512695,True,503.0,,
38gjmb.cn,jpcert,0.9878002405166626,True,503.0,,
xkqhv.cn,phishtank,0.8933837413787842,True,503.0,,
dompatr.icu,certificates,0.9569892287254333,False,,,
fonyobearing.com,certificates,0.9611670970916748,True,503.0,,
5fd5f1.cc,phishtank,0.9836376905441284,True,503.0,,
nhsfbristol.com,jpcert,0.9050435423851013,False,,,
uvwzx.cn,jpcert,0.9676441550254822,True,503.0,,
skyhightherapy.com,jpcert,0.7897027730941772,False,,,
datac-control.com,jpcert,0.9012521505355835,False,,,
hkbln.com,certificates,0.9461792707443237,False,,,
h-fleur.com,certificates,0.9098113179206848,False,,,
appcleca.com,certificates,0.9755639433860779,False,,,
bank-gmo-aozora.is,jpcert,0.9663737416267395,False,,,
irscryptocurrency1.com,phishtank,0.7243489027023315,False,,,
ml4ily.top,phishtank,0.8034130334854126,False,,,
tkwoubajs.com,certificates,0.9348439574241638,False,,,
qualitychesterfields.com,jpcert,0.707668662071228,False,,,
855680.cc,certificates,0.7919508814811707,False,,,
bingxintl.com,certificates,0.7779865264892578,True,503.0,,
kyufukio-soumo-go-jp.xyz,certificates,0.9654580354690552,False,,,
e8p8uxyi3.top,jpcert,0.8325695991516113,False,,,
sdsdedxsx5.shop,jpcert,0.9221275448799133,False,,,
fl.sunpassnem.cfd,phishtank,0.9868142604827881,False,,,
qunxpl.com,jpcert,0.9744479060173035,False,,,
rtjrtjt.xyz,certificates,0.9803984761238098,False,,,
xrtaijifu.com,certificates,0.9855276346206665,True,503.0,,
badbaddaisukiopai.cfd,jpcert,0.7102651000022888,False,,,
yqqnp.cn,phishtank,0.9469237327575684,True,503.0,,
guiranwang.cn,certificates,0.7476832270622253,True,503.0,,
robllox.com.pk,phishtank,0.9631933569908142,True,503.0,,
fengxiangtowel.com,certificates,0.9584401845932007,True,503.0,,
olooto.com,jpcert,0.9560018181800842,False,,,
yjakfasf.com,certificates,0.9679726958274841,False,,,
yiluyidaip2p.net,jpcert,0.9279277324676514,False,,,
hzgk5cg.top,certificates,0.9330561757087708,False,,,
cfilz.cn,jpcert,0.871255099773407,True,503.0,,
jbw5180.com,jpcert,0.9623533487319946,False,,,
esdamdh.com,certificates,0.9716642498970032,True,503.0,,
activityholidaysaustria.com,certificates,0.7659210562705994,False,,,
axpmp.cn,jpcert,0.9583393931388855,True,503.0,,
sftdwe.asia,jpcert,0.9457914233207703,False,,,
aifulc.co,jpcert,0.7857756614685059,False,,,
uqvau.cn,jpcert,0.9001057147979736,True,503.0,,
dqqjc.cn,phishtank,0.9469237327575684,True,503.0,,
myjcb-sign.com,jpcert,0.7416977882385254,True,503.0,,
tracybloom.co.uk,phishtank,0.7504278421401978,False,,,
wulumuqigyepv.co,certificates,0.7799780964851379,True,503.0,,
honkyservice.tk,jpcert,0.9433990120887756,False,,,
ghaodxnxmgwa.xyz,jpcert,0.7914733290672302,False,,,
csgo.zapbase.com,phishtank,0.960814356803894,True,503.0,,
myjcb-av.org,jpcert,0.7612726092338562,True,503.0,,
firmaupaycardco.shop,jpcert,0.985383152961731,False,,,
iodbi.cn,certificates,0.9001057147979736,False,,,
dowbko.cn,certificates,0.9640081524848938,False,,,
980015.cc,certificates,0.9640856981277466,True,503.0,,
rgdll.cn,phishtank,0.8279983997344971,True,503.0,,
dub33.com,jpcert,0.7914364337921143,False,,,
ertkukhj.com,jpcert,0.9840898513793945,False,,,
pbunited.com,jpcert,0.9675511121749878,False,,,
cathukhoxangona.icu,certificates,0.90388023853302,False,,,
uaqmke.cn,jpcert,0.9164451360702515,False,,,
tolwxizd.com,certificates,0.8573997616767883,False,,,
itcodevn.com,certificates,0.7544830441474915,False,,,
tinfrnuasfa.com,jpcert,0.9036556482315063,False,,,
iolnsnsqntupol.com,jpcert,0.9261719584465027,False,,,
zhishuitd.com,certificates,0.9559697508811951,False,,,
x30hyesny.top,jpcert,0.9234748482704163,False,,,
smbc-cardo.club,phishtank,0.9253137111663818,False,,,
ysav26.xyz,certificates,0.9886248111724854,False,,,
henryandvivian.com,certificates,0.9082111716270447,True,503.0,,
tinfrnunjd.com,jpcert,0.9684052467346191,True,503.0,,
dfurnituremang.com,certificates,0.761878252029419,True,503.0,,
htcyae.cn,jpcert,0.9610342979431152,True,503.0,,
dongcooto.com,jpcert,0.966222882270813,False,,,
whdgcy.com,jpcert,0.9859040379524231,False,,,
dompostr.icu,certificates,0.9739607572555542,False,,,
bpovendors.com,certificates,0.9225731492042542,False,,,
176mwc.com,jpcert,0.8916692733764648,False,,,
distantwest.co.kr,jpcert,0.9880964756011963,False,,,
ianunjs.com,jpcert,0.9821643829345703,False,,,
3xzaroq9wipyxj.top,certificates,0.9777621626853943,False,,,
movesmbcontco.shop,jpcert,0.8230915069580078,False,,,
lab.webtags.net,phishtank,0.9746713042259216,False,,,
ve.harmonixdemo.com,phishtank,0.9750321507453918,True,503.0,,
canhbidongonb.icu,certificates,0.7923382520675659,False,,,
dev.thecoinshoppe.ca,jpcert,0.9722168445587158,False,,,
xo0fx9eqoy8d0e.top,jpcert,0.8865057826042175,False,,,
help-center-56789.io.vn,phishtank,0.986514151096344,False,,,
bbaafp.cn,certificates,0.9164599180221558,False,,,
sainnjkas.com,jpcert,0.9631166458129883,False,,,
ludatha.com,jpcert,0.9285932779312134,True,,,
newbalanceshop.jp,jpcert,0.9581504464149475,False,,,
35hellowork.com,jpcert,0.9714707136154175,False,,,
hg88127.com,jpcert,0.884831964969635,False,,,
amexjapan005.mom,certificates,0.8781563639640808,False,,,
jaccs-modernule.ghnka.cn,jpcert,0.9833506941795349,True,503.0,,
397025.com,jpcert,0.9744384288787842,True,503.0,,
laladpl.cn,jpcert,0.862267017364502,True,503.0,,
mybusynest.com,certificates,0.9720255732536316,True,503.0,,
aqsyr.com,certificates,0.9863298535346985,True,503.0,,
wuyujixie.com,jpcert,0.956615686416626,True,850.0,,
iafflocal83.com,jpcert,0.9110796451568604,False,,,
c7y7.cc,jpcert,0.7469226121902466,True,503.0,,
gzpyxintuo.com,certificates,0.9524851441383362,True,503.0,,
bcujiwsurhifnksoiikbvsw.icu,certificates,0.7137942910194397,False,,,
yiwzp.com,certificates,0.8978199362754822,False,,,
securedlogin.cc,phishtank,0.939253568649292,False,,,
fgby.cn,certificates,0.9809027910232544,False,,,
alimmm.top,certificates,0.9397099018096924,False,,,
mwloc.cn,jpcert,0.949699878692627,True,,,
iudqj.cn,certificates,0.9675014615058899,True,,,
lzcdr.cn,phishtank,0.9640609622001648,True,,,
cupcakekingdoms.com,certificates,0.8327030539512634,False,,,
studiji.mmh.hr,jpcert,0.9850232601165771,False,,,
zfglnet.com,certificates,0.9727175235748291,True,503.0,,
dghengyao168.com,certificates,0.9658887982368469,True,200.0,unknown,
healthshoppingclub.com,jpcert,0.9809637069702148,False,,,
parfumsetbeaute.com,jpcert,0.8182815909385681,True,,,
gzzuoju.com,certificates,0.8059764504432678,True,503.0,,
bcrrholding.com,jpcert,0.7466947436332703,True,,,
xttljinshu.com,jpcert,0.9881995916366577,True,503.0,,
ivbt.cn,jpcert,0.7733871340751648,True,,,
dbs.myy.biz.id,phishtank,0.8807611465454102,False,,,
huml.cn,certificates,0.9005005359649658,True,,,
