domain,source,ml_probability,dns_resolves,http_status,content_length,looks_legit,legit_indicators,phish_indicators
german-proofreader.co.uk,jpcert,0.09811531007289886,True,503.0,6818,,,
kurmoekoyanato.cc,certificates,0.2328164130449295,True,503.0,6811,,,
adpnypchecks.com,phishtank,0.065731480717659,False,,0,,,
g.bmb.jp,certificates,0.03009111061692238,True,403.0,199,,,
jyounan-kinzoku.co.jp,jpcert,0.10429283231496811,True,503.0,6815,,,
jacksonallenfirm.com,jpcert,0.03312485292553902,True,503.0,6814,,,
printingon5th.com,phishtank,0.031059015542268753,True,503.0,6811,,,
espace-relay.com,phishtank,0.15665897727012634,True,503.0,6810,,,
szonyegtisztito-karpittisztito.hu,jpcert,0.10859657824039459,True,200.0,28190,unknown,copyright,
sprl.in,phishtank,0.07606995105743408,False,,0,,,
infos-reiais.com,phishtank,0.2081703096628189,True,503.0,6810,,,
wly.li,phishtank,0.01108210626989603,False,,0,,,
nascentcell.com,certificates,0.19853346049785614,True,503.0,6809,,,
usuariosnetb.icu,phishtank,0.03549976646900177,False,,0,,,
emegastaffing.com,phishtank,0.030346006155014038,True,,0,,,
social-connections.com,jpcert,0.012366924434900284,True,503.0,6816,,,
brantsteel.com,jpcert,0.030985211953520775,True,503.0,6808,,,
hblanhai.com,certificates,0.06468352675437927,True,503.0,6806,,,
zuijianduan.com,jpcert,0.05172531679272652,True,503.0,6809,,,
bluffecommerce.com,phishtank,0.0038392816204577684,True,503.0,6812,,,
alejandroarcoscatalan.org,phishtank,0.005010165274143219,False,,0,,,
cehsenseos.icu,phishtank,0.03160487860441208,True,503.0,6808,,,
boxofthings.com,phishtank,0.030366715043783188,True,503.0,6809,,,
nsjagsnja.com,jpcert,0.028863754123449326,True,503.0,6807,,,
btunesdeguatemala.com,phishtank,0.044280849397182465,True,503.0,6815,,,
gujuantong.com,certificates,0.06316985189914703,True,403.0,4549,,,
choisislelocker.net,phishtank,0.023898888379335403,False,,0,,,
lpkoblsznes.com,phishtank,0.03644346818327904,False,,0,,,
drjohnlmohney.com,phishtank,0.030514568090438843,False,,0,,,
helpme-ppl.com,phishtank,0.0941777229309082,False,,0,,,
chauffeurz.com,jpcert,0.07051306217908859,True,503.0,6808,,,
trezorenable.com,phishtank,0.04213310033082962,False,,0,,,
cskilowatt.com,phishtank,0.018485363572835922,False,,0,,,
cakesbycary.com,phishtank,0.0251459963619709,True,503.0,6809,,,
55fanyong.com,certificates,0.008977326564490795,True,503.0,6807,,,
piyjha.cn,jpcert,0.2916666567325592,True,,0,,,
inkaqkanjsha.com,jpcert,0.17687100172042847,False,,0,,,
resocv.co,jpcert,0.015396669507026672,False,,0,,,
abodeprintsolutions.com,phishtank,0.02823663130402565,True,503.0,6817,,,
chrisphilpott.nz,phishtank,0.014251041226089,True,503.0,6810,,,
tg.ygerlach.de,phishtank,0.10053282976150513,True,503.0,6808,,,
tophealthinsurance.de,phishtank,0.018745873123407364,True,503.0,6815,,,
korfans.com,jpcert,0.07474705576896667,False,,0,,,
ddxlk.net,jpcert,0.009093846194446087,False,,0,,,
top5forextradingrobots.com,phishtank,0.005705341696739197,True,503.0,6820,,,
updoijw.top,jpcert,0.25400280952453613,False,,0,,,
insabelle.com,phishtank,0.07846571505069733,True,503.0,6807,,,
ramseslopez.com,jpcert,0.010251601226627827,True,503.0,6809,,,
exteriorvenecos.shop,phishtank,0.10279186069965363,False,,0,,,
mtalu.cn,jpcert,0.08258403092622757,True,403.0,514,,,
toshibafileexchange.com,jpcert,0.04243570193648338,True,406.0,226,,,
smartinl.com,jpcert,0.01840985380113125,True,200.0,90920,True,about us|contact|copyright|company,
aldapcon.ng,phishtank,0.06299376487731934,True,503.0,6805,,,
pixya.net,jpcert,0.0018050899961963296,False,,0,,,
jahsasoda.com,jpcert,0.2886902689933777,False,,0,,,
mugathuvaram.com,jpcert,0.027267206460237503,True,200.0,59943,True,about us|contact,
do77plus.com,phishtank,0.04830188676714897,False,,0,,,
ordark.com,phishtank,0.04689701274037361,True,503.0,6804,,,
spmmotors.in,phishtank,0.06533795595169067,True,503.0,6806,,,
curvesvietnam.com.vn,jpcert,0.09417910128831863,True,200.0,318976,unknown,,
cajatrujillo.biz,phishtank,0.023711366578936577,True,503.0,6810,,,
uspsserve.com,phishtank,0.046803224831819534,False,,0,,,
hohorcu.top,phishtank,0.2461957186460495,False,,0,,,
3cats.jp,jpcert,0.04824269562959671,True,503.0,6802,,,
worldcarveiculos.com.br,phishtank,0.057536378502845764,True,503.0,6817,,,
unitedreflections.com,phishtank,0.03225716948509216,True,406.0,226,,,
triasacorporation.com,phishtank,0.039700184017419815,True,503.0,6815,,,
adityaresidencypollachi.com,phishtank,0.10641913115978241,True,503.0,6821,,,
safhenegar.com,jpcert,0.03296205401420593,False,,0,,,
yesseafood.com,jpcert,0.06998986005783081,True,200.0,44148,True,about us|contact|privacy policy|copyright|company,
dappbuilder.org,phishtank,0.05913355201482773,True,503.0,6809,,,
mccampbellsgiftemporiumblog.com,phishtank,0.01224280335009098,True,503.0,6825,,,
thecreativetrunk.com,jpcert,0.03867493197321892,True,200.0,114,,,
cinov.cn,jpcert,0.04625605419278145,True,503.0,6802,,,
noaestedesuner.com,jpcert,0.03371712192893028,False,,0,,,
societecoral-united.com,phishtank,0.10117630660533905,False,,0,,,
meupediatra.com.br,phishtank,0.02533635124564171,True,503.0,6812,,,
metrictrk.com,phishtank,0.09721294045448303,True,503.0,6807,,,
siriananstock.com,phishtank,0.02764218859374523,True,503.0,6811,,,
oladapoogunjobi.com,jpcert,0.08744485676288605,True,436.0,0,,,
gmimission.org,jpcert,0.02607458271086216,True,200.0,86060,unknown,copyright,
zoom-howto.com,jpcert,0.07183926552534103,True,200.0,2633,unknown,copyright,
zqlqsbyxgs.com,jpcert,0.22119976580142975,True,503.0,6808,,,
interieursite.be,phishtank,0.020625900477170944,False,,0,,,
lihdesigns.com,jpcert,0.06531516462564468,False,,0,,,
deborahresinart.it,phishtank,0.07505146414041519,False,,0,,,
dolivro.com,jpcert,0.26785802841186523,False,,0,,,
silverantik.com.ar,phishtank,0.07953178137540817,True,503.0,6812,,,
okdxs.com,certificates,0.03342852741479874,True,,0,,,
armourersandbrasiers.co.uk,phishtank,0.025100527331233025,True,503.0,6820,,,
motokari.jp,jpcert,0.019901977851986885,True,200.0,3511,unknown,copyright,
bebimedicalgroup.cn,jpcert,0.032882463186979294,False,,0,,,
bikachao.com,jpcert,0.04172155633568764,True,,0,,,
videoproductions.info,phishtank,0.04930960759520531,True,503.0,6815,,,
hostnicaragua.com,jpcert,0.025920310989022255,True,503.0,6811,,,
hxtongen.com,phishtank,0.04442007839679718,True,503.0,6806,,,
mikehanney.com,certificates,0.008004095405340195,True,503.0,6808,,,
aashahospital.org,jpcert,0.02825595811009407,True,200.0,27030,True,about us|contact|copyright,
alltechlv.com,phishtank,0.03766457736492157,True,503.0,6807,,,
postnordtud.top,phishtank,0.14616787433624268,False,,0,,,
afslankbuddy.com,certificates,0.0070485807955265045,True,503.0,6810,,,
syracuseinvesting.com,jpcert,0.13320834934711456,True,403.0,514,,,
honeystuck.com,certificates,0.2234681397676468,True,200.0,1178,unknown,,
activationpanel.net,phishtank,0.006234637927263975,True,403.0,6813,,,
tekskoolz.com,jpcert,0.019612830132246017,False,,0,,,
zzyaolejk.com,certificates,0.08110073208808899,True,503.0,6807,,,
jwaveyj.top,jpcert,0.008507288061082363,True,503.0,6805,,,
satyarthi.uk,phishtank,0.05161081999540329,True,503.0,6806,,,
matsutanitomomi.com,jpcert,0.03171687573194504,True,200.0,3538,True,contact|copyright,
shinningweb.com,phishtank,0.03269999101758003,True,503.0,6809,,,
kuronekoyamwmato.top,jpcert,0.012106475420296192,False,,0,,,
cabinbaggagesize.com,jpcert,0.007454452570527792,True,503.0,6814,,,
galiciared.online,phishtank,0.10228025168180466,False,,0,,,
wangtuixj.com,certificates,0.033692553639411926,True,403.0,514,,,
inktheshirta.cc,certificates,0.08830028772354126,True,503.0,6809,,,
gesfgeuuw.icu,phishtank,0.09696080535650253,True,503.0,6807,,,
guriroom.blog,jpcert,0.2980770170688629,True,200.0,2315,unknown,,
facchsssd.com,jpcert,0.1962982565164566,False,,0,,,
taisei-food.com,jpcert,0.16987517476081848,True,503.0,6809,,,
enshrineplanners.com,phishtank,0.02022348716855049,True,503.0,6814,,,
whwangluo.com,certificates,0.03170189633965492,True,200.0,132988,True,contact|copyright,
bojeor.com,certificates,0.21661284565925598,False,,0,,,
creneau-de-mon-colis.com,phishtank,0.1307755708694458,True,503.0,6818,,,
giwpashion.xyz,jpcert,0.2037264108657837,False,,0,,,
ski-bbt.com,jpcert,0.10510051995515823,True,200.0,11123,unknown,copyright,
niquwsa.com,jpcert,0.031337860971689224,True,,0,,,
qhddpmall.com,jpcert,0.027175894007086754,True,,0,,,
kuronekoyamata.com,jpcert,0.08948051184415817,False,,0,,,
3q3qsq.com,jpcert,0.24971464276313782,False,,0,,,
opheliacoith.de,phishtank,0.033662162721157074,False,,0,,,
yuanchangping.com,jpcert,0.08359373360872269,False,,0,,,
kmiiuojsk.net.tr,jpcert,0.03036084771156311,False,,0,,,
govzfxi.life,phishtank,0.02346602827310562,False,,0,,,
sounectar.com.br,phishtank,0.0479678176343441,True,503.0,6810,,,
torvi.pt,phishtank,0.0525057427585125,True,503.0,6802,,,
chk.me,phishtank,0.012306338176131248,True,200.0,185066,True,contact|privacy policy|company,
shinkansenjr-central-co-jp.in,jpcert,0.1779417097568512,False,,0,,,
ydbktvozvz.top,jpcert,0.28530028462409973,False,,0,,,
takahashi-dental-cl.com,jpcert,0.10701166838407516,True,503.0,6817,,,
i-merchant.biz,jpcert,0.12692096829414368,True,200.0,334961,True,contact|copyright|company|会社概要,
nagata-k.net,jpcert,0.12525324523448944,True,200.0,224870,True,contact|copyright|お問い合わせ,
forumkahvesi.com,certificates,0.028577294200658798,True,503.0,6810,,,
fastpitchwebsite.com,phishtank,0.037948790937662125,True,200.0,0,,,
govee.icu,phishtank,0.21020418405532837,False,,0,,,
zlaysjme.com,jpcert,0.05882520601153374,True,503.0,6806,,,
sherryreis.com,jpcert,0.28577592968940735,False,,0,,,
hypr.ink,jpcert,0.056872762739658356,True,503.0,6802,,,
replug.link,phishtank,0.032510481774806976,True,503.0,6805,,,
uveozv.com,phishtank,0.29105934500694275,True,503.0,6804,,,
gujuxin.com,jpcert,0.25989723205566406,False,,0,,,
skiteup.com,jpcert,0.04129582643508911,True,503.0,6805,,,
context.vc,jpcert,0.24093309044837952,True,200.0,22915,True,copyright|company,
gidra.net,jpcert,0.0018050899961963296,True,503.0,6803,,,
borjeviel.ae,jpcert,0.015216163359582424,True,406.0,226,,,
gotera.net,phishtank,0.03663412481546402,True,200.0,13901,True,contact|copyright|company,
inexs.jp,jpcert,0.08665885776281357,True,200.0,288363,True,about us|contact|copyright|お問い合わせ,
com-tiarxzsi.icu,phishtank,0.021574046462774277,False,,0,,,
amazons.top,certificates,0.06582579761743546,False,,0,,,
ea-quality.com,jpcert,0.14387166500091553,True,404.0,24972,,,
pizzeria-le34.com,phishtank,0.09573321044445038,True,503.0,6811,,,
relais-colis-creneau.com,phishtank,0.20171025395393372,False,,0,,,
jipiaoonline.com,certificates,0.09501191973686218,True,503.0,6810,,,
jztci.com,jpcert,0.019446730613708496,True,503.0,6803,,,
75kx.com,certificates,0.12246114760637283,True,503.0,6802,,,
elcancernodiscrimina.com,phishtank,0.022999705746769905,True,403.0,358,,,
ladamicopizza.com,phishtank,0.03471647575497627,True,503.0,6811,,,
buouxi.cn,certificates,0.027422050014138222,True,503.0,6803,,,
xdigitalacademy.com,jpcert,0.04553112015128136,True,503.0,6813,,,
thegamerhouse.com,jpcert,0.03420946002006531,True,404.0,3060,,,
jtqfk.com,jpcert,0.14273609220981598,True,503.0,6803,,,
eyegeorgetown.com,jpcert,0.008585862815380096,True,200.0,63545,True,about us|contact|copyright,
kobcastgroup.com,jpcert,0.03482005372643471,False,,0,,,
bd7apvpi.lat,phishtank,0.01475039217621088,False,,0,,,
cgy1314.com,phishtank,0.040828924626111984,True,503.0,6805,,,
wofowon.org.np,phishtank,0.21956290304660797,True,200.0,72882,True,about us|contact|privacy policy|copyright,
menelisi.com,jpcert,0.19000950455665588,False,,0,,,
espace-lockers.com,phishtank,0.204593688249588,True,503.0,6812,,,
getapps.vip,phishtank,0.011160104535520077,True,503.0,6805,,,
photoniccrystal.cn,jpcert,0.2160637527704239,True,403.0,514,,,
hnlangsha.net,certificates,0.14536279439926147,True,503.0,6807,,,
movaseagencia.com.br,phishtank,0.1578555703163147,True,503.0,6814,,,
mopty.cn,jpcert,0.022769425064325333,True,503.0,6802,,,
reiona.co,jpcert,0.011868108995258808,False,,0,,,
juniperwoodworks.com,jpcert,0.0010279841953888535,False,,0,,,
senva.com.cn,certificates,0.12326689064502716,True,404.0,0,,,
richyda.com,phishtank,0.05847812071442604,False,,0,,,
leadspro.com.br,phishtank,0.04342446103692055,False,,0,,,
gabihazut.co.il,phishtank,0.02388036996126175,True,503.0,6809,,,
acenmxcosexmeco.cc,jpcert,0.1768108457326889,True,503.0,6812,,,
sfvog.cn,phishtank,0.281958669424057,True,503.0,6802,,,
robonelectric.co.za,phishtank,0.04558563232421875,True,503.0,6813,,,
owtltigtp.cn,phishtank,0.16341719031333923,True,503.0,6806,,,
freshealingtouch.com,phishtank,0.020146651193499565,True,503.0,6814,,,
elguruweb.com,jpcert,0.03356771171092987,True,200.0,179192,True,about us|contact|copyright,
jademorgan.co.nz,phishtank,0.054495032876729965,True,503.0,6810,,,
entrepots-colis.com,phishtank,0.1044095978140831,True,503.0,6813,,,
usna85.com,jpcert,0.19819122552871704,False,,0,,,
0517gwjd.com,jpcert,0.2869344651699066,False,,0,,,
wotonline.de,jpcert,0.015710970386862755,True,503.0,6806,,,
largo-morioka.com,jpcert,0.11183382570743561,True,200.0,30416,unknown,contact,
junkedit.com,certificates,0.08633650839328766,True,503.0,6806,,,
blushseo.com,certificates,0.17045733332633972,True,503.0,6806,,,
andrewshoteles.com,phishtank,0.03209458291530609,True,503.0,6812,,,
awningsdc.com,phishtank,0.05612931773066521,True,503.0,6807,,,
calvinchina.com,jpcert,0.007220766507089138,True,200.0,5396,unknown,,
cstraders.net,phishtank,0.03634103015065193,True,503.0,6807,,,
pumpoutservice.com,jpcert,0.24446755647659302,True,503.0,6812,,,
jnvnanded.com,jpcert,0.0671914741396904,False,,0,,,
vineria-lavolpe.com,jpcert,0.11617819964885712,True,200.0,501,unknown,,
alshokri.com,phishtank,0.05616352707147598,True,503.0,6806,,,
vip5vip.com,certificates,0.18858908116817474,True,403.0,1972,,,
naimatabbasind.com,phishtank,0.03458148241043091,True,503.0,6812,,,
sadaohospital.go.th,jpcert,0.024620717391371727,True,200.0,27795,unknown,copyright,
tceband.info,phishtank,0.04604412242770195,True,503.0,6806,,,
tanxa.cn,jpcert,0.27780619263648987,False,,0,,,
alessandrodiana.it,phishtank,0.013204275630414486,True,503.0,6812,,,
bullpaw.com,jpcert,0.01261683739721775,True,503.0,6805,,,
mayatrades.com,jpcert,0.019224748015403748,False,,0,,,
barbararichardson.com,jpcert,0.027827221900224686,True,503.0,6815,,,
thechapelocala.com,phishtank,0.029718562960624695,True,503.0,6812,,,
ccsq.net,jpcert,0.052623506635427475,False,,0,,,
aditi-llc.com,certificates,0.04139744117856026,True,503.0,6807,,,
sita-gmbh.com,phishtank,0.03820107877254486,True,503.0,6807,,,
primatebrace.com,jpcert,0.14385747909545898,True,503.0,6810,,,
armoniaterapias.cl,phishtank,0.19886568188667297,True,503.0,6812,,,
TiNy.Cc,certificates,0.10795243084430695,True,200.0,17767,True,contact|copyright,
accountwallstreet.com,jpcert,0.12026355415582657,False,,0,,,
ilcaffetorinese.eu,jpcert,0.02766125276684761,True,403.0,318,,,
okinawa-design.jp,jpcert,0.020336318761110306,True,200.0,63846,True,about us|copyright,
inredesign.pl,phishtank,0.01106954924762249,True,503.0,6807,,,
fondazionefoa.it,phishtank,0.0422285795211792,True,503.0,6810,,,
nkgw.net,jpcert,0.02001732774078846,True,200.0,665,unknown,,
vitchella-group.com,phishtank,0.0588979497551918,False,,0,,,
spoo.me,phishtank,0.0057218363508582115,True,503.0,6801,,,
apartamentosnaplantasjc.com,phishtank,0.2904638648033142,True,503.0,6821,,,
tcial.jp,jpcert,0.06827936321496964,True,200.0,83459,True,contact|copyright|company|会社概要|お問い合わせ,
chlds.com,phishtank,0.055572643876075745,True,503.0,6803,,,
5ikjskj7.lat,phishtank,0.0922556221485138,False,,0,,,
infinitytasker.com,phishtank,0.08959763497114182,True,503.0,6812,,,
baahskdndnxnshwhehe.com,phishtank,0.05891747772693634,True,503.0,6817,,,
106unofm.com,phishtank,0.05370180681347847,True,503.0,6806,,,
sunpasstollsbill.com,phishtank,0.007898659445345402,True,503.0,6814,,,
newsletters.comu.su,phishtank,0.029312388971447945,False,,0,,,
clavefiscal-aflp.com,phishtank,0.2586379945278168,False,,0,,,
cafsrl.com.ar,jpcert,0.07193850725889206,True,200.0,11378,True,contact|copyright,
egyfreeze.com,phishtank,0.051190055906772614,True,503.0,6807,,,
52976.net,phishtank,0.2135792076587677,True,503.0,6803,,,
bnkchiba.com,jpcert,0.23130732774734497,False,,0,,,
hfsvfn.icu,phishtank,0.058681659400463104,False,,0,,,
jpmercari.org,jpcert,0.19361092150211334,True,503.0,6807,,,
sushiproutah.com,phishtank,0.04041755944490433,True,403.0,514,,,
biechulife.com,jpcert,0.07895821332931519,True,200.0,44320,True,about us|contact|privacy policy|copyright|company,
tiongang.com,jpcert,0.008572883903980255,True,503.0,6806,,,
fenzgard.com,phishtank,0.015641791746020317,True,503.0,6806,,,
spacedoing.com,jpcert,0.11402007937431335,True,503.0,6808,,,
davisinteriordesigner.com,phishtank,0.1092660129070282,True,503.0,6819,,,
chrome-up.club,certificates,0.2579754889011383,False,,0,,,
storetech.pe,phishtank,0.07306128740310669,True,406.0,226,,,
ksatnam.com,phishtank,0.028684090822935104,True,503.0,6805,,,
fpt.one,phishtank,0.003079950576648116,True,200.0,19810,unknown,,
authactivityreport.com,phishtank,0.005899863317608833,False,,0,,,
masterclicsolutions.com,phishtank,0.02639695629477501,True,503.0,6817,,,
us-consulting.co.jp,jpcert,0.09671846032142639,True,200.0,30999,True,contact|copyright|company,
iplogger.cn,phishtank,0.015815244987607002,True,503.0,6805,,,
jhdtoken.com,phishtank,0.030048349872231483,True,503.0,6806,,,
e-eisin.com,jpcert,0.1401991993188858,True,200.0,9045,True,contact|copyright|company,
guangxingcun.com,certificates,0.03231135010719299,True,503.0,6810,,,
canalcxtsuporte.com,phishtank,0.02503816969692707,True,503.0,6813,,,
1mafu.com,jpcert,0.1548510491847992,True,503.0,6803,,,
caronl.com,certificates,0.05953088030219078,True,200.0,44014,True,about us|contact|privacy policy|copyright|company,
www-xfntysassistancehub-com.work.gd,phishtank,0.1644449383020401,True,,0,,,
kotaroproduction.com,jpcert,0.04807208478450775,True,200.0,89584,True,contact|copyright|お問い合わせ,
fonsekasinsong.com,phishtank,0.03494662418961525,True,503.0,6812,,,
seasidesurfshop.shop,jpcert,0.2508982717990875,False,,0,,,
fr-mondial-relais.com,phishtank,0.1253664642572403,True,503.0,6815,,,
ink-a.co.il,jpcert,0.1128297671675682,False,,0,,,
d14yivgrx6.icu,phishtank,0.26242250204086304,False,,0,,,
ameritecrealty.com,jpcert,0.23576298356056213,True,503.0,6812,,,
lopezingenieria.com.ar,phishtank,0.11364110559225082,True,503.0,6816,,,
re-amendes-gouv.com,phishtank,0.2679436206817627,True,503.0,6813,,,
gjilan.al,jpcert,0.036217108368873596,True,200.0,59559,unknown,,
kuronekoyamauhto.co,jpcert,0.007159097120165825,False,,0,,,
resooa.com,jpcert,0.017413455992937088,False,,0,,,
tanteaisha.nl,phishtank,0.014616460539400578,True,200.0,5631,unknown,,
net-helps-gate.com,phishtank,0.14368131756782532,True,503.0,6812,,,
zihi-seikotsuin.com,jpcert,0.11617819964885712,True,403.0,2843,,,
steviclogistics.com,jpcert,0.061474040150642395,False,,0,,,
hoare.com.au,jpcert,0.05868259817361832,True,503.0,6806,,,
kandcrecycling.co.za,jpcert,0.056300193071365356,True,503.0,6814,,,
bsioperaciones.com,phishtank,0.05193072557449341,True,503.0,6812,,,
rewindblog.com,jpcert,0.0219715628772974,False,,0,,,
sumup.root.sx,phishtank,0.05603700131177902,False,,0,,,
iberoprint.com,jpcert,0.06564603745937347,True,503.0,6808,,,
hansonfiction.com,jpcert,0.06651360541582108,True,403.0,6764,,,
lickhers.com,jpcert,0.036036405712366104,True,200.0,114,,,
blackcolt.cn,certificates,0.021470271050930023,True,503.0,6806,,,
penglipur.com,jpcert,0.2544781565666199,False,,0,,,
wwt-hygiene.com,jpcert,0.10668043792247772,True,503.0,6809,,,
huidianpower.com,certificates,0.11210647225379944,True,503.0,6810,,,
imsj.cn,jpcert,0.05568351969122887,True,503.0,6801,,,
adwz.cn,phishtank,0.0643543004989624,True,503.0,6801,,,
3tdvt.lat,phishtank,0.08149326592683792,False,,0,,,
fincen-us.info,phishtank,0.19847014546394348,False,,0,,,
mentasystem.net,phishtank,0.009779871441423893,True,503.0,6809,,,
hpceducation.org,phishtank,0.028108593076467514,True,503.0,6810,,,
pms-agency.com,jpcert,0.08629606664180756,True,500.0,2653,,,
ms-sharepoint-files-download.xyz,phishtank,0.04686740040779114,False,,0,,,
kp-law.jp,jpcert,0.05713377147912979,True,200.0,33640,True,copyright|お問い合わせ,
cmdvitorborges.com,phishtank,0.031055020168423653,True,503.0,6812,,,
silvercrestbank.com,phishtank,0.030172929167747498,True,200.0,128569,True,about us|contact,
sakuraganka.com,jpcert,0.030440956354141235,True,200.0,8575,True,contact|copyright,
storemasr.com,phishtank,0.05919841676950455,True,503.0,6807,,,
thebabytheater.com,phishtank,0.0492585226893425,True,503.0,6812,,,
sml-eg.com,phishtank,0.06012960523366928,True,503.0,6804,,,
exaccenture.com,phishtank,0.2553551197052002,False,,0,,,
usps-pyc.com,phishtank,0.08811446279287338,False,,0,,,
portal-auone.com,jpcert,0.24198563396930695,True,503.0,6810,,,
bgeijs.com,jpcert,0.2373611479997635,True,503.0,6804,,,
medly4u.com,jpcert,0.016032442450523376,True,503.0,6805,,,
cartaoagora.com,jpcert,0.0069696675054728985,True,403.0,4550,,,
rssouo.co,jpcert,0.0060452986508607864,False,,0,,,
uiofgncbzxc.com,jpcert,0.018404489383101463,False,,0,,,
iibxg.com,certificates,0.010013646446168423,True,403.0,4544,,,
verife-mob.com,phishtank,0.1641707718372345,False,,0,,,
itpronetwork.net,phishtank,0.028681188821792603,True,503.0,6810,,,
archi.builders,jpcert,0.0012706024572253227,True,200.0,3447,unknown,copyright,
tecnologiaprofesional.com,phishtank,0.08490565419197083,True,503.0,6819,,,
gerardoalvarezarquitecto.com,phishtank,0.08485652506351471,False,,0,,,
hcimportadora.cl,phishtank,0.05147948116064072,True,503.0,6810,,,
cvioz.cn,phishtank,0.058986254036426544,True,503.0,6802,,,
solvatechnologies.com,jpcert,0.040973030030727386,False,,0,,,
bqbq.de,phishtank,0.019651327282190323,True,503.0,6801,,,
musiquelevis.com,certificates,0.00834992527961731,True,503.0,6810,,,
cslse.com,certificates,0.017290815711021423,True,503.0,6803,,,
postbern.cc,phishtank,0.029945719987154007,False,,0,,,
sh-ort.app,jpcert,0.29699668288230896,True,503.0,6804,,,
dileoid.com,certificates,0.011949889361858368,True,403.0,4546,,,
overagamecanstrengthen.com,phishtank,0.022883238270878792,True,503.0,6820,,,
dibare.com,certificates,0.039752308279275894,True,200.0,77043,unknown,contact,
shristingo.com,phishtank,0.028247231617569923,True,503.0,6808,,,
dellavillas.com,phishtank,0.0547175295650959,True,503.0,6809,,,
stolldesignz.com,phishtank,0.016083355993032455,False,,0,,,
mondialdepot.com,phishtank,0.020302262157201767,True,503.0,6810,,,
yayasansclerodermaindonesia.org,jpcert,0.010620120912790298,True,403.0,4984,,,
eurobajar.com,jpcert,0.2885594964027405,False,,0,,,
mrelay-servicefr.com,phishtank,0.12154462933540344,False,,0,,,
gptyq.com,certificates,0.10860738903284073,True,503.0,6803,,,
amzawszone.online,jpcert,0.07290340214967728,False,,0,,,
shresthasameerman.com.np,phishtank,0.05559467151761055,True,503.0,6818,,,
hlotfiseismologist.com,jpcert,0.07441411912441254,False,,0,,,
bmlahmokhb.com,jpcert,0.15156491100788116,False,,0,,,
suivi-livraison-relay.com,phishtank,0.010532738640904427,False,,0,,,
helpsecureme.com.es,phishtank,0.017937317490577698,False,,0,,,
villaandreas.gr,phishtank,0.038054246455430984,True,503.0,6809,,,
loli.tuidao.me,jpcert,0.06993593275547028,True,503.0,6808,,,
industriasclaudette.com,jpcert,0.02324580028653145,True,503.0,6817,,,
uvebto.com,phishtank,0.2769995927810669,True,503.0,6804,,,
